Search,Epoch,iteration,train_loader_data,batch_time,batch_time(AVG),data_time,data_time(AVG),Loss,Loss(AVG),Prec@1,Prec@1(AVG),Prec@5,Prec@5(AVG),Learning Rate,ErrorRMSI,sparse(FLOPS),dense(FLOPS), DenseParameters, SparseParameters
0,0,0,1000,1.530,1.530,0.377,0.377,4.6749,4.6749,4.000,4.000,4.000,4.000,0.0100,0.0505242,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,0,200,1000,0.848,0.635,0.392,0.440,4.6172,4.9100,0.000,1.592,6.000,7.264,0.0100,0.0000003,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,0,400,1000,0.905,0.680,0.444,0.485,4.6475,4.7615,0.000,1.900,8.000,8.299,0.0100,0.0000003,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,0,600,1000,0.902,0.691,0.444,0.495,4.5533,4.6613,2.000,2.156,10.000,9.371,0.0100,0.0000003,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,0,800,1000,0.931,0.695,0.455,0.499,4.2653,4.5878,6.000,2.594,24.000,10.684,0.0100,0.0000007,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,1,0,1000,0.588,0.588,0.133,0.133,4.1068,4.1068,10.000,10.000,22.000,22.000,0.0100,0.0000016,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,1,200,1000,0.733,0.455,0.108,0.121,4.2762,4.2462,2.000,5.244,20.000,19.244,0.0100,0.0000050,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,1,400,1000,0.739,0.456,0.131,0.116,4.2734,4.2406,2.000,5.077,20.000,19.182,0.0100,0.0000165,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
0,1,600,1000,0.738,0.457,0.142,0.116,4.3135,4.2419,2.000,5.075,12.000,19.035,0.0100,0.0000469,2.3064 M,2.3064 M, 14155776.0000 M, 14155776.0000 M
