Epoch,iteration,SparseConv0_3-64-(7  7),SparseConv1_64-64-(1  1),SparseConv2_64-64-(3  3),SparseConv3_64-256-(1  1),SparseConv4_64-256-(1  1),SparseConv5_256-64-(1  1),SparseConv6_64-64-(3  3),SparseConv7_64-256-(1  1),SparseConv8_256-64-(1  1),SparseConv9_64-64-(3  3),SparseConv10_64-256-(1  1),SparseConv11_256-128-(1  1),SparseConv12_128-128-(3  3),SparseConv13_128-512-(1  1),SparseConv14_256-512-(1  1),SparseConv15_512-128-(1  1),SparseConv16_128-128-(3  3),SparseConv17_128-512-(1  1),SparseConv18_512-128-(1  1),SparseConv19_128-128-(3  3),SparseConv20_128-512-(1  1),SparseConv21_512-128-(1  1),SparseConv22_128-128-(3  3),SparseConv23_128-512-(1  1),SparseConv24_512-256-(1  1),SparseConv25_256-256-(3  3),SparseConv26_256-1024-(1  1),SparseConv27_512-1024-(1  1),SparseConv28_1024-256-(1  1),SparseConv29_256-256-(3  3),SparseConv30_256-1024-(1  1),SparseConv31_1024-256-(1  1),SparseConv32_256-256-(3  3),SparseConv33_256-1024-(1  1),SparseConv34_1024-256-(1  1),SparseConv35_256-256-(3  3),SparseConv36_256-1024-(1  1),SparseConv37_1024-256-(1  1),SparseConv38_256-256-(3  3),SparseConv39_256-1024-(1  1),SparseConv40_1024-256-(1  1),SparseConv41_256-256-(3  3),SparseConv42_256-1024-(1  1),SparseConv43_1024-512-(1  1),SparseConv44_512-512-(3  3),SparseConv45_512-2048-(1  1),SparseConv46_1024-2048-(1  1),SparseConv47_2048-512-(1  1),SparseConv48_512-512-(3  3),SparseConv49_512-2048-(1  1),SparseConv50_2048-512-(1  1),SparseConv51_512-512-(3  3),SparseConv52_512-2048-(1  1),Linear0_2048-200
0,0,0.2641369104385376,0.259521484375,0.2586262822151184,0.2615966796875,0.26416015625,0.26800537109375,0.2583821415901184,0.25787353515625,0.26043701171875,0.255615234375,0.2537841796875,0.258392333984375,0.2557644248008728,0.2562408447265625,0.2569427490234375,0.2711944580078125,0.2560017704963684,0.2559661865234375,0.257415771484375,0.2563205361366272,0.255889892578125,0.2559967041015625,0.25457763671875,0.2556610107421875,0.25469207763671875,0.2561204433441162,0.2552375793457031,0.25582313537597656,0.25948333740234375,0.2554897665977478,0.25583648681640625,0.2567596435546875,0.2553456425666809,0.2549285888671875,0.2561836242675781,0.254896342754364,0.2550697326660156,0.25485992431640625,0.2554880976676941,0.2555198669433594,0.25518798828125,0.2551456093788147,0.2552680969238281,0.25488853454589844,0.2547624111175537,0.2545900344848633,0.25536012649536133,0.2553863525390625,0.25481414794921875,0.2551584243774414,0.2550773620605469,0.25482600927352905,0.2549018859863281,0.2507544159889221
0,400,0.2818877696990967,0.25732421875,0.2736274003982544,0.26568603515625,0.26739501953125,0.2730712890625,0.2731119990348816,0.26239013671875,0.2640380859375,0.2758517861366272,0.2607421875,0.27178955078125,0.2762451171875,0.2667694091796875,0.27291107177734375,0.2768707275390625,0.2769707441329956,0.2667083740234375,0.2680511474609375,0.2764553427696228,0.2661590576171875,0.26690673828125,0.2754380702972412,0.265899658203125,0.27243804931640625,0.2769436240196228,0.2678260803222656,0.2741851806640625,0.270233154296875,0.2766095995903015,0.2685699462890625,0.2690887451171875,0.276228129863739,0.2677764892578125,0.26866912841796875,0.2759670615196228,0.2677497863769531,0.267669677734375,0.2763129472732544,0.26830291748046875,0.2685966491699219,0.2762874960899353,0.267822265625,0.27361297607421875,0.2760302424430847,0.26862430572509766,0.2748141288757324,0.26936912536621094,0.27598780393600464,0.26939868927001953,0.2694511413574219,0.2759174704551697,0.2690896987915039,0.2598925828933716
0,800,0.29804420471191406,0.257568359375,0.2887369990348816,0.2696533203125,0.27117919921875,0.2763671875,0.2912055253982544,0.2685546875,0.26983642578125,0.2942436933517456,0.26531982421875,0.28607177734375,0.2983195185661316,0.278045654296875,0.29095458984375,0.284149169921875,0.299024760723114,0.2776947021484375,0.27777099609375,0.298475444316864,0.2765350341796875,0.277008056640625,0.2975192666053772,0.276519775390625,0.2909088134765625,0.2992536425590515,0.281494140625,0.29444122314453125,0.2819175720214844,0.2992146611213684,0.28226470947265625,0.2826499938964844,0.2988959550857544,0.28107452392578125,0.28174591064453125,0.29901123046875,0.2817268371582031,0.2818031311035156,0.2993096113204956,0.28183746337890625,0.2817726135253906,0.2987721562385559,0.2811737060546875,0.2937202453613281,0.29913413524627686,0.2837848663330078,0.29589271545410156,0.2844686508178711,0.2991710305213928,0.28440380096435547,0.28450584411621094,0.2988823652267456,0.28415775299072266,0.2705322504043579
0,1200,0.316964328289032,0.26025390625,0.3052571415901184,0.2740478515625,0.27728271484375,0.2803955078125,0.308349609375,0.27099609375,0.275634765625,0.3182237148284912,0.27239990234375,0.301116943359375,0.322523295879364,0.2889862060546875,0.309814453125,0.290374755859375,0.32220458984375,0.2891693115234375,0.2877960205078125,0.3221164345741272,0.2877044677734375,0.28814697265625,0.3219875693321228,0.2873687744140625,0.31002044677734375,0.3234456181526184,0.296051025390625,0.31534385681152344,0.2935829162597656,0.3234320878982544,0.2957611083984375,0.29642486572265625,0.323133647441864,0.2949028015136719,0.2959022521972656,0.3235202431678772,0.2957878112792969,0.29595947265625,0.3236592411994934,0.29534149169921875,0.29651641845703125,0.3237541913986206,0.2956352233886719,0.3157215118408203,0.3240657448768616,0.29968833923339844,0.3182554244995117,0.30037403106689453,0.32419121265411377,0.30049896240234375,0.30035400390625,0.3237881064414978,0.3006887435913086,0.28075194358825684
0,1600,0.3383290767669678,0.259521484375,0.323133647441864,0.27838134765625,0.281005859375,0.2850341796875,0.326795756816864,0.27789306640625,0.28070068359375,0.3418239951133728,0.27789306640625,0.316650390625,0.3476494550704956,0.301177978515625,0.3300323486328125,0.297607421875,0.34716796875,0.301025390625,0.298492431640625,0.3463338017463684,0.2991943359375,0.2997589111328125,0.3469035029411316,0.2989044189453125,0.33011627197265625,0.3498857021331787,0.3107490539550781,0.33797454833984375,0.3054695129394531,0.3496127724647522,0.3099822998046875,0.3103790283203125,0.3489295244216919,0.3104743957519531,0.3110198974609375,0.3498196005821228,0.3114280700683594,0.3106956481933594,0.3497246503829956,0.31095123291015625,0.3108940124511719,0.3499433398246765,0.3108253479003906,0.3383750915527344,0.3508152365684509,0.31654930114746094,0.3423771858215332,0.31711387634277344,0.35106319189071655,0.3171119689941406,0.3170757293701172,0.3508092761039734,0.3178672790527344,0.29075688123703003
1,0,0.35533589124679565,0.26171875,0.341796875,0.284423828125,0.286376953125,0.28778076171875,0.345703125,0.2838134765625,0.2855224609375,0.3658040165901184,0.284912109375,0.33416748046875,0.374755859375,0.312591552734375,0.3514404296875,0.303863525390625,0.37371826171875,0.31378173828125,0.308807373046875,0.3727688193321228,0.3107147216796875,0.31121826171875,0.3731689453125,0.312042236328125,0.3522796630859375,0.3773091435432434,0.32621002197265625,0.36226463317871094,0.3185539245605469,0.3773481249809265,0.3258781433105469,0.326019287109375,0.3765479326248169,0.3257484436035156,0.3262290954589844,0.3773125410079956,0.32698822021484375,0.3260002136230469,0.3768818974494934,0.3263053894042969,0.3263206481933594,0.3778567910194397,0.3260688781738281,0.36270713806152344,0.3794788718223572,0.3341941833496094,0.36790895462036133,0.33451271057128906,0.3797738552093506,0.33484935760498047,0.3343334197998047,0.3794114589691162,0.33557605743408203,0.3006542921066284
1,400,0.3744685649871826,0.265625,0.3623046875,0.2896728515625,0.291748046875,0.292236328125,0.3668891191482544,0.29083251953125,0.2919921875,0.3929850459098816,0.2891845703125,0.35076904296875,0.4027981162071228,0.324859619140625,0.37371826171875,0.3128662109375,0.4005805253982544,0.3257904052734375,0.32061767578125,0.3997531533241272,0.32318115234375,0.324127197265625,0.4014621376991272,0.3244171142578125,0.37542724609375,0.4059482216835022,0.34239959716796875,0.38728904724121094,0.3322715759277344,0.4056057333946228,0.3420257568359375,0.34173583984375,0.4060160517692566,0.34122467041015625,0.3415374755859375,0.40673828125,0.3428802490234375,0.3422698974609375,0.4065806269645691,0.3426666259765625,0.3426856994628906,0.4074198603630066,0.34206390380859375,0.38880348205566406,0.4098392128944397,0.3527364730834961,0.3948707580566406,0.35286903381347656,0.41016387939453125,0.35315513610839844,0.35236263275146484,0.40999943017959595,0.3540382385253906,0.31052982807159424
1,800,0.3967899680137634,0.267822265625,0.3848741054534912,0.2935791015625,0.2998046875,0.2972412109375,0.3891059160232544,0.29730224609375,0.29949951171875,0.4188096523284912,0.30047607421875,0.367462158203125,0.4315863847732544,0.3378143310546875,0.39667510986328125,0.3207550048828125,0.4296671748161316,0.3388519287109375,0.332244873046875,0.4273884892463684,0.335693359375,0.3367767333984375,0.4308403730392456,0.3373565673828125,0.39876556396484375,0.4359673261642456,0.3592948913574219,0.4135627746582031,0.3464851379394531,0.435621440410614,0.35878753662109375,0.3583831787109375,0.4359028935432434,0.3584861755371094,0.3581428527832031,0.4367489218711853,0.3592262268066406,0.3593864440917969,0.4362403154373169,0.359466552734375,0.3595619201660156,0.4376102089881897,0.3585624694824219,0.41556549072265625,0.44166266918182373,0.3718700408935547,0.4229106903076172,0.3719367980957031,0.4417118430137634,0.37204837799072266,0.3715829849243164,0.44178348779678345,0.3728046417236328,0.3201830983161926
1,1200,0.41613519191741943,0.268798828125,0.40771484375,0.30029296875,0.30609130859375,0.30267333984375,0.4118923544883728,0.30462646484375,0.3060302734375,0.4473741054534912,0.3104248046875,0.38690185546875,0.4615478515625,0.3517913818359375,0.4205169677734375,0.331878662109375,0.4585842490196228,0.352264404296875,0.3468017578125,0.4575669765472412,0.3498992919921875,0.350921630859375,0.4609103798866272,0.3520355224609375,0.421630859375,0.4668172001838684,0.37679290771484375,0.4406776428222656,0.3616485595703125,0.4663984179496765,0.37631988525390625,0.37516021728515625,0.4664730429649353,0.37650299072265625,0.3751029968261719,0.4675089716911316,0.3769874572753906,0.37671661376953125,0.4670512080192566,0.37720489501953125,0.3765983581542969,0.4688059687614441,0.376922607421875,0.4434051513671875,0.4744250178337097,0.39186573028564453,0.4519939422607422,0.39128875732421875,0.47467970848083496,0.3919849395751953,0.39151573181152344,0.47477930784225464,0.39203834533691406,0.3294726610183716
1,1600,0.43579936027526855,0.270263671875,0.4324001669883728,0.30511474609375,0.31396484375,0.30950927734375,0.436170756816864,0.3123779296875,0.31365966796875,0.474853515625,0.31878662109375,0.40771484375,0.4920111894607544,0.3660430908203125,0.44614410400390625,0.3430328369140625,0.488037109375,0.368072509765625,0.3609619140625,0.4883219599723816,0.364166259765625,0.3647308349609375,0.4919772744178772,0.3665924072265625,0.44651031494140625,0.4978129267692566,0.3944129943847656,0.4681282043457031,0.3784675598144531,0.4973178505897522,0.3942680358886719,0.393157958984375,0.4969889521598816,0.3951301574707031,0.39351654052734375,0.4988318681716919,0.395660400390625,0.3952980041503906,0.4985063076019287,0.395751953125,0.3955841064453125,0.5003543496131897,0.3949317932128906,0.4717121124267578,0.5077416896820068,0.41227054595947266,0.48148536682128906,0.41172313690185547,0.5080400705337524,0.41252994537353516,0.4118804931640625,0.5086508989334106,0.4121999740600586,0.33845949172973633
