Epoch,iteration,SparseConv0_3-64-(7  7),SparseConv1_64-64-(1  1),SparseConv2_64-64-(3  3),SparseConv3_64-256-(1  1),SparseConv4_64-256-(1  1),SparseConv5_256-64-(1  1),SparseConv6_64-64-(3  3),SparseConv7_64-256-(1  1),SparseConv8_256-64-(1  1),SparseConv9_64-64-(3  3),SparseConv10_64-256-(1  1),SparseConv11_256-128-(1  1),SparseConv12_128-128-(3  3),SparseConv13_128-512-(1  1),SparseConv14_256-512-(1  1),SparseConv15_512-128-(1  1),SparseConv16_128-128-(3  3),SparseConv17_128-512-(1  1),SparseConv18_512-128-(1  1),SparseConv19_128-128-(3  3),SparseConv20_128-512-(1  1),SparseConv21_512-128-(1  1),SparseConv22_128-128-(3  3),SparseConv23_128-512-(1  1),SparseConv24_512-256-(1  1),SparseConv25_256-256-(3  3),SparseConv26_256-1024-(1  1),SparseConv27_512-1024-(1  1),SparseConv28_1024-256-(1  1),SparseConv29_256-256-(3  3),SparseConv30_256-1024-(1  1),SparseConv31_1024-256-(1  1),SparseConv32_256-256-(3  3),SparseConv33_256-1024-(1  1),SparseConv34_1024-256-(1  1),SparseConv35_256-256-(3  3),SparseConv36_256-1024-(1  1),SparseConv37_1024-256-(1  1),SparseConv38_256-256-(3  3),SparseConv39_256-1024-(1  1),SparseConv40_1024-256-(1  1),SparseConv41_256-256-(3  3),SparseConv42_256-1024-(1  1),SparseConv43_1024-512-(1  1),SparseConv44_512-512-(3  3),SparseConv45_512-2048-(1  1),SparseConv46_1024-2048-(1  1),SparseConv47_2048-512-(1  1),SparseConv48_512-512-(3  3),SparseConv49_512-2048-(1  1),SparseConv50_2048-512-(1  1),SparseConv51_512-512-(3  3),SparseConv52_512-2048-(1  1),Linear0_2048-200
2,0,0.457801878452301,0.273193359375,0.4586588740348816,0.30999755859375,0.32025146484375,0.314208984375,0.463514506816864,0.32012939453125,0.3206787109375,0.5050455331802368,0.32745361328125,0.427581787109375,0.52227783203125,0.38153076171875,0.47119903564453125,0.3548583984375,0.5174967050552368,0.38330078125,0.375762939453125,0.518310546875,0.3807373046875,0.3810882568359375,0.5225558876991272,0.3834381103515625,0.47154998779296875,0.5291663408279419,0.4134483337402344,0.4963207244873047,0.39550018310546875,0.5291917324066162,0.41393280029296875,0.4118995666503906,0.5290781259536743,0.4147300720214844,0.4127082824707031,0.5303836464881897,0.41536712646484375,0.4144630432128906,0.5299140214920044,0.4149436950683594,0.4151115417480469,0.5323164463043213,0.4144439697265625,0.5008602142333984,0.5410101413726807,0.43334293365478516,0.5114893913269043,0.43282222747802734,0.5418696999549866,0.433502197265625,0.43285465240478516,0.5430700778961182,0.4324779510498047,0.3470776677131653
2,400,0.4805485010147095,0.274658203125,0.4825303554534912,0.31585693359375,0.32611083984375,0.31988525390625,0.4900715947151184,0.326416015625,0.32684326171875,0.5335829257965088,0.3348388671875,0.448638916015625,0.5535684823989868,0.3973541259765625,0.49600982666015625,0.3660888671875,0.5468410849571228,0.3980712890625,0.3910675048828125,0.5482652187347412,0.39678955078125,0.3975982666015625,0.5525106191635132,0.3984832763671875,0.4960784912109375,0.5606655478477478,0.4334526062011719,0.5247707366943359,0.4144287109375,0.5601705312728882,0.4330291748046875,0.4324073791503906,0.5603756308555603,0.4348030090332031,0.4327545166015625,0.5621100664138794,0.4350318908691406,0.43418121337890625,0.5619405508041382,0.43538665771484375,0.4351234436035156,0.5643310546875,0.4347648620605469,0.5301055908203125,0.5747790932655334,0.45514965057373047,0.5418939590454102,0.45452880859375,0.5758179426193237,0.45500755310058594,0.45462989807128906,0.5780029296875,0.4532327651977539,0.35542726516723633
2,800,0.4992559552192688,0.277099609375,0.508056640625,0.3211669921875,0.33319091796875,0.3251953125,0.5171983242034912,0.3350830078125,0.33428955078125,0.5618489980697632,0.342529296875,0.46710205078125,0.5833197832107544,0.411956787109375,0.5221939086914062,0.379150390625,0.5757107138633728,0.41387939453125,0.4069671630859375,0.5777316689491272,0.41241455078125,0.414154052734375,0.5826076865196228,0.4156341552734375,0.522796630859375,0.5922173261642456,0.45355987548828125,0.553009033203125,0.4337615966796875,0.5910373330116272,0.4539451599121094,0.4531364440917969,0.590972900390625,0.4553794860839844,0.4536247253417969,0.5933803915977478,0.45552825927734375,0.4558982849121094,0.5931023359298706,0.45609283447265625,0.4564666748046875,0.5964304208755493,0.4555549621582031,0.5594882965087891,0.6082559823989868,0.4773693084716797,0.572392463684082,0.4769268035888672,0.6094292402267456,0.4770946502685547,0.47699928283691406,0.612956166267395,0.47399044036865234,0.3631665110588074
2,1200,0.5221088528633118,0.280517578125,0.5359700918197632,0.3258056640625,0.33880615234375,0.32891845703125,0.5447319746017456,0.342529296875,0.343017578125,0.5911729335784912,0.351806640625,0.488067626953125,0.6134304404258728,0.42620849609375,0.5485382080078125,0.3910675048828125,0.6043701171875,0.429931640625,0.42193603515625,0.6074897050857544,0.4282684326171875,0.4300079345703125,0.6123589277267456,0.4311065673828125,0.5473785400390625,0.6233961582183838,0.47409820556640625,0.5810546875,0.4525184631347656,0.6217905282974243,0.4753227233886719,0.4744415283203125,0.6212785243988037,0.4767303466796875,0.4752845764160156,0.6244828701019287,0.4765586853027344,0.4765281677246094,0.6237962245941162,0.4768562316894531,0.477447509765625,0.6278787851333618,0.4758949279785156,0.5888633728027344,0.6411794424057007,0.5004892349243164,0.6026039123535156,0.5001840591430664,0.6425844430923462,0.49957275390625,0.4995288848876953,0.6478919982910156,0.4951162338256836,0.37132322788238525
2,1600,0.5450680255889893,0.28369140625,0.5631781816482544,0.3314208984375,0.3453369140625,0.33489990234375,0.5725911855697632,0.34930419921875,0.34991455078125,0.6187608242034912,0.359130859375,0.51068115234375,0.64398193359375,0.440093994140625,0.5748825073242188,0.403289794921875,0.6320326328277588,0.4464569091796875,0.4367218017578125,0.63653564453125,0.4449310302734375,0.4461669921875,0.6408555507659912,0.447845458984375,0.5732040405273438,0.6534423828125,0.4942741394042969,0.6098537445068359,0.4709053039550781,0.6511586904525757,0.4959144592285156,0.4960174560546875,0.650604248046875,0.4977569580078125,0.4963035583496094,0.6535050868988037,0.49784088134765625,0.49796295166015625,0.6532881259918213,0.49884033203125,0.4984016418457031,0.6579776406288147,0.49668121337890625,0.6173667907714844,0.6730202436447144,0.5237026214599609,0.6326265335083008,0.5232172012329102,0.6751158237457275,0.5228147506713867,0.5222845077514648,0.6817771196365356,0.5156888961791992,0.37912845611572266
3,0,0.5693027377128601,0.2841796875,0.5894097089767456,0.33709716796875,0.35125732421875,0.33843994140625,0.5993381142616272,0.35693359375,0.35546875,0.6455349326133728,0.36639404296875,0.53045654296875,0.6730889081954956,0.4554901123046875,0.600738525390625,0.41485595703125,0.6602036952972412,0.4615020751953125,0.4516448974609375,0.6637437343597412,0.4596710205078125,0.4620513916015625,0.6693589687347412,0.4631805419921875,0.59906005859375,0.6823679208755493,0.5144767761230469,0.6373920440673828,0.4887809753417969,0.6789449453353882,0.5167808532714844,0.5169525146484375,0.678314208984375,0.51904296875,0.5173110961914062,0.6821492910385132,0.5186614990234375,0.51861572265625,0.6821357011795044,0.5188369750976562,0.5192718505859375,0.6874746084213257,0.5169944763183594,0.6455192565917969,0.7036192417144775,0.5468568801879883,0.662147045135498,0.5462007522583008,0.7062509059906006,0.545201301574707,0.5449819564819336,0.714385986328125,0.5361776351928711,0.38649171590805054
3,400,0.5825892686843872,0.286865234375,0.6111924648284912,0.34619140625,0.36358642578125,0.3463134765625,0.6224771738052368,0.36865234375,0.36578369140625,0.6645779013633728,0.380126953125,0.545440673828125,0.6942545175552368,0.479400634765625,0.61956787109375,0.4312286376953125,0.68048095703125,0.4833221435546875,0.4729156494140625,0.6835869550704956,0.4820404052734375,0.4822998046875,0.6891953945159912,0.4869537353515625,0.61822509765625,0.7041863203048706,0.5433692932128906,0.6583194732666016,0.5128097534179688,0.6993272304534912,0.5450096130371094,0.5450935363769531,0.6991713047027588,0.5474739074707031,0.5446701049804688,0.7032657265663147,0.5471153259277344,0.5468902587890625,0.7033437490463257,0.5470237731933594,0.5479660034179688,0.7095590829849243,0.545654296875,0.6667747497558594,0.7263302206993103,0.5636730194091797,0.6841087341308594,0.5638952255249023,0.7293065786361694,0.5616617202758789,0.5614376068115234,0.7388691306114197,0.5509767532348633,0.3947485685348511
3,800,0.5968325138092041,0.2890625,0.6321614980697632,0.35791015625,0.3741455078125,0.3560791015625,0.6437445878982544,0.38153076171875,0.37701416015625,0.6857367753982544,0.39385986328125,0.5574951171875,0.7135823965072632,0.5044097900390625,0.6386489868164062,0.4481201171875,0.6988661289215088,0.5076141357421875,0.49664306640625,0.7033487558364868,0.5063934326171875,0.506805419921875,0.7090793251991272,0.511627197265625,0.6360702514648438,0.7255197763442993,0.5577926635742188,0.6789646148681641,0.53839111328125,0.7196638584136963,0.560943603515625,0.5613594055175781,0.71917724609375,0.5636100769042969,0.5600013732910156,0.7237192392349243,0.562408447265625,0.5626449584960938,0.7236362099647522,0.5633277893066406,0.5636177062988281,0.7301229238510132,0.5616950988769531,0.6870346069335938,0.74749755859375,0.5797195434570312,0.7056598663330078,0.580723762512207,0.7508667707443237,0.5775070190429688,0.5771160125732422,0.7623134255409241,0.5664424896240234,0.40311771631240845
3,1200,0.6101190447807312,0.290771484375,0.6535373330116272,0.3671875,0.3848876953125,0.364013671875,0.6637641191482544,0.3968505859375,0.3909912109375,0.7050238847732544,0.40692138671875,0.570281982421875,0.7345106601715088,0.52862548828125,0.657623291015625,0.4646759033203125,0.7169121503829956,0.531494140625,0.5211029052734375,0.7226901650428772,0.530548095703125,0.53094482421875,0.7277357578277588,0.53631591796875,0.6547470092773438,0.7454240322113037,0.5725822448730469,0.6993198394775391,0.5547370910644531,0.7387576699256897,0.5768890380859375,0.5775375366210938,0.7382761240005493,0.5793952941894531,0.5763206481933594,0.7429012656211853,0.5785026550292969,0.5782661437988281,0.7426537275314331,0.5792808532714844,0.5797920227050781,0.7495523691177368,0.5773887634277344,0.7072257995605469,0.7680405378341675,0.5966243743896484,0.7264800071716309,0.5966958999633789,0.7714030146598816,0.5933151245117188,0.5930490493774414,0.7844662070274353,0.5813255310058594,0.41230958700180054
3,1600,0.6227678656578064,0.29248046875,0.6731228232383728,0.38134765625,0.3975830078125,0.374755859375,0.6848686933517456,0.4100341796875,0.401611328125,0.7237955331802368,0.4202880859375,0.582427978515625,0.7534382939338684,0.539642333984375,0.6746749877929688,0.48333740234375,0.7338663339614868,0.5427093505859375,0.54437255859375,0.7402750253677368,0.5420684814453125,0.5430908203125,0.7472262978553772,0.5489044189453125,0.67340087890625,0.7642143964767456,0.5867805480957031,0.7189712524414062,0.567840576171875,0.7569478154182434,0.5904312133789062,0.5911331176757812,0.7564815878868103,0.5934524536132812,0.5898818969726562,0.7607100009918213,0.592193603515625,0.5918312072753906,0.7609642744064331,0.5932121276855469,0.5932540893554688,0.7685496211051941,0.59063720703125,0.726654052734375,0.7868317365646362,0.6126184463500977,0.7463431358337402,0.6126871109008789,0.7906142473220825,0.6090049743652344,0.6085414886474609,0.8046650290489197,0.5967168807983398,0.42039793729782104
4,0,0.6345663070678711,0.29638671875,0.6917318105697632,0.39483642578125,0.410400390625,0.384033203125,0.7032877206802368,0.4259033203125,0.415283203125,0.7417263388633728,0.4332275390625,0.593902587890625,0.7720065712928772,0.548492431640625,0.6940841674804688,0.50299072265625,0.7516886591911316,0.551849365234375,0.55731201171875,0.7587687373161316,0.5523223876953125,0.5548858642578125,0.7643703818321228,0.5597686767578125,0.6916122436523438,0.7820197343826294,0.6001701354980469,0.7376213073730469,0.5815849304199219,0.7744429111480713,0.6044387817382812,0.6052207946777344,0.7742512822151184,0.6079292297363281,0.6044464111328125,0.7783779501914978,0.6066703796386719,0.606109619140625,0.7784576416015625,0.6071395874023438,0.6077461242675781,0.7860480546951294,0.605316162109375,0.7459449768066406,0.8044975996017456,0.6284017562866211,0.7656550407409668,0.6277904510498047,0.8081855773925781,0.6244840621948242,0.6239967346191406,0.8232184648513794,0.6115856170654297,0.42844486236572266
4,400,0.6474277377128601,0.296630859375,0.7089029550552368,0.40863037109375,0.4224853515625,0.396484375,0.7188856601715088,0.43927001953125,0.42828369140625,0.7594130039215088,0.44891357421875,0.60504150390625,0.7884114384651184,0.5582275390625,0.7104339599609375,0.52313232421875,0.7682834267616272,0.5603179931640625,0.568389892578125,0.7746514081954956,0.5631866455078125,0.566741943359375,0.7815890908241272,0.5705108642578125,0.7073516845703125,0.7983449101448059,0.6138420104980469,0.7560882568359375,0.5945320129394531,0.7903459072113037,0.6178398132324219,0.6187667846679688,0.7906121015548706,0.6215553283691406,0.617828369140625,0.7946963906288147,0.62005615234375,0.61993408203125,0.7947709560394287,0.6204757690429688,0.6206626892089844,0.8019731044769287,0.6176986694335938,0.7636928558349609,0.8202841281890869,0.6436967849731445,0.7838964462280273,0.6430454254150391,0.8242789506912231,0.6399250030517578,0.6392860412597656,0.8405303955078125,0.6266403198242188,0.4364599585533142
4,800,0.655293345451355,0.2998046875,0.7264268398284912,0.42156982421875,0.43524169921875,0.40899658203125,0.7389322519302368,0.45556640625,0.439697265625,0.7759873867034912,0.462158203125,0.6158447265625,0.8050265908241272,0.566162109375,0.725677490234375,0.540313720703125,0.7831827998161316,0.5698394775390625,0.579376220703125,0.7910495400428772,0.5732421875,0.575836181640625,0.7969021201133728,0.57958984375,0.7222976684570312,0.8137630820274353,0.6269607543945312,0.7735691070556641,0.6082305908203125,0.8050978183746338,0.6303291320800781,0.6319236755371094,0.8055369257926941,0.63494873046875,0.631378173828125,0.8100704550743103,0.6324348449707031,0.6343879699707031,0.8104349970817566,0.6328849792480469,0.6342430114746094,0.8174760341644287,0.6302986145019531,0.7808628082275391,0.8350995182991028,0.6588039398193359,0.8009243011474609,0.6573953628540039,0.8387696743011475,0.6548871994018555,0.6542739868164062,0.855647623538971,0.6409111022949219,0.44395023584365845
4,1200,0.6666666865348816,0.302734375,0.7414821982383728,0.43365478515625,0.44793701171875,0.42108154296875,0.7551540732383728,0.46966552734375,0.4527587890625,0.7911784052848816,0.47747802734375,0.629241943359375,0.8205295205116272,0.575286865234375,0.7402801513671875,0.55377197265625,0.7988349199295044,0.5780792236328125,0.58837890625,0.8059828281402588,0.5830078125,0.5843505859375,0.8111504316329956,0.59063720703125,0.7369918823242188,0.82818603515625,0.6406936645507812,0.7899246215820312,0.6207008361816406,0.8198988437652588,0.6433868408203125,0.6440963745117188,0.8203464150428772,0.6474571228027344,0.6444816589355469,0.8242950439453125,0.6453704833984375,0.6467781066894531,0.8251698613166809,0.6461715698242188,0.6478652954101562,0.831390380859375,0.6433372497558594,0.7962074279785156,0.84842848777771,0.6736965179443359,0.8169307708740234,0.6722841262817383,0.8523339033126831,0.6693239212036133,0.6687450408935547,0.8693161010742188,0.6554975509643555,0.45079344511032104
4,1600,0.676551878452301,0.30419921875,0.7578667402267456,0.44757080078125,0.461181640625,0.43218994140625,0.7705078125,0.4844970703125,0.46588134765625,0.799072265625,0.493408203125,0.640045166015625,0.8274739384651184,0.5827484130859375,0.753143310546875,0.56573486328125,0.8065117597579956,0.585357666015625,0.598358154296875,0.8149142861366272,0.5912628173828125,0.5941619873046875,0.8195868730545044,0.599395751953125,0.7501983642578125,0.8356492519378662,0.6528739929199219,0.7999744415283203,0.6338539123535156,0.827545166015625,0.6549301147460938,0.6558876037597656,0.8280487060546875,0.6593437194824219,0.6561431884765625,0.8321041464805603,0.657958984375,0.6589889526367188,0.8324042558670044,0.6587905883789062,0.6595802307128906,0.8383280634880066,0.6560554504394531,0.8051662445068359,0.8535893559455872,0.6877069473266602,0.825258731842041,0.6859598159790039,0.8570683598518372,0.6835756301879883,0.6833105087280273,0.8731964826583862,0.6690263748168945,0.4579687714576721
5,0,0.68941330909729,0.305419921875,0.7724609375,0.46063232421875,0.474609375,0.44671630859375,0.7833116054534912,0.4993896484375,0.47979736328125,0.8046332597732544,0.508056640625,0.650482177734375,0.83538818359375,0.590576171875,0.7673721313476562,0.57525634765625,0.8114691972732544,0.5944061279296875,0.60601806640625,0.8232557773590088,0.600830078125,0.603515625,0.8285996913909912,0.607818603515625,0.7639923095703125,0.8435702919960022,0.6654281616210938,0.8072967529296875,0.6448326110839844,0.8360002040863037,0.6675949096679688,0.6687583923339844,0.8359391689300537,0.6720237731933594,0.6681137084960938,0.8399827480316162,0.6709098815917969,0.6708717346191406,0.8407524824142456,0.6713104248046875,0.6723709106445312,0.8454064130783081,0.6684608459472656,0.8117656707763672,0.8599743247032166,0.7016286849975586,0.8336987495422363,0.7000341415405273,0.8632037043571472,0.6977262496948242,0.6972179412841797,0.8779152631759644,0.6826639175415039,0.46525150537490845
