Epoch,iteration,Linear0_768-100,Linear1_3072-100,Linear2_768-100,Linear3_3072-100,Linear4_768-100,Linear5_3072-100,Linear6_768-100,Linear7_3072-100,Linear8_768-100,Linear9_3072-100,Linear10_768-100,Linear11_3072-100,Linear12_768-100,Linear13_3072-100,Linear14_768-100,Linear15_3072-100,Linear16_768-100,Linear17_3072-100,Linear18_768-100,Linear19_3072-100,Linear20_768-100,Linear21_3072-100,Linear22_768-100,Linear23_3072-100
3,200,0.328399658203125,0.38487666845321655,0.3315713405609131,0.38627028465270996,0.3302832841873169,0.3925463557243347,0.3287675380706787,0.38679927587509155,0.3284844160079956,0.3864513039588928,0.3287662863731384,0.3862372636795044,0.32855433225631714,0.3860015869140625,0.3288913369178772,0.38544762134552,0.3285331726074219,0.38402724266052246,0.32847851514816284,0.38486605882644653,0.3286077380180359,0.38569384813308716,0.3285895586013794,0.39212119579315186
3,400,0.33892524242401123,0.40022867918014526,0.34275180101394653,0.4024556279182434,0.34130263328552246,0.4094712734222412,0.33983439207077026,0.40298545360565186,0.3397895097732544,0.4027180075645447,0.3403180241584778,0.4022356867790222,0.34004294872283936,0.4019944667816162,0.34059351682662964,0.40136927366256714,0.33997344970703125,0.39964038133621216,0.3400425314903259,0.40063732862472534,0.34013789892196655,0.4017316699028015,0.3400416970252991,0.4078351855278015
4,0,0.34761345386505127,0.41331225633621216,0.3516659140586853,0.4163021445274353,0.35035961866378784,0.4237615466117859,0.349079966545105,0.41695529222488403,0.3490291237831116,0.4167976379394531,0.34994590282440186,0.4162542223930359,0.34945380687713623,0.41615504026412964,0.34982001781463623,0.4154438376426697,0.3493275046348572,0.4135538935661316,0.3493703007698059,0.4147114157676697,0.34943175315856934,0.4159253239631653,0.3492160439491272,0.4216499328613281
4,200,0.3592326045036316,0.43120574951171875,0.3637928366661072,0.4350975751876831,0.362501323223114,0.44310760498046875,0.3614455461502075,0.43595123291015625,0.3613743185997009,0.43561679124832153,0.3625890612602234,0.4352433681488037,0.362091064453125,0.4355769753456116,0.3622521162033081,0.43495768308639526,0.36193251609802246,0.43308043479919434,0.36178797483444214,0.4340006709098816,0.3618503212928772,0.4356095790863037,0.3617333173751831,0.43968749046325684
4,400,0.371235728263855,0.4495951533317566,0.37663567066192627,0.45421093702316284,0.3752238154411316,0.46249645948410034,0.3745672106742859,0.4551226496696472,0.3744587302207947,0.45480602979660034,0.3758701682090759,0.4543003439903259,0.37529247999191284,0.45480769872665405,0.3752407431602478,0.45411980152130127,0.3752725124359131,0.4520827531814575,0.3748723864555359,0.45313727855682373,0.37491142749786377,0.45481109619140625,0.37500083446502686,0.4579179286956787
5,0,0.3762779235839844,0.4642626643180847,0.38239753246307373,0.46950066089630127,0.38052791357040405,0.4780413508415222,0.38022148609161377,0.4704250693321228,0.380140483379364,0.47034752368927,0.38171470165252686,0.46959853172302246,0.38104504346847534,0.4701330065727234,0.3809763789176941,0.4692386984825134,0.38097506761550903,0.4670677185058594,0.38066309690475464,0.46824008226394653,0.3805732727050781,0.4700537919998169,0.38066017627716064,0.47260749340057373
5,200,0.3835750222206116,0.4834480285644531,0.39049190282821655,0.4896388649940491,0.38839298486709595,0.4985389709472656,0.38818997144699097,0.4906451106071472,0.38834720849990845,0.4905446171760559,0.39017021656036377,0.489851176738739,0.3895225524902344,0.4904704689979553,0.3892555236816406,0.48938196897506714,0.38932716846466064,0.4868367314338684,0.3890567421913147,0.48833972215652466,0.3890194296836853,0.4905891418457031,0.3889228105545044,0.49256134033203125
5,400,0.39178043603897095,0.50282883644104,0.39952385425567627,0.5101009011268616,0.3973994851112366,0.519245982170105,0.3974528908729553,0.5113394260406494,0.3977881669998169,0.5111783742904663,0.3998752236366272,0.5108028054237366,0.39885497093200684,0.5112563371658325,0.3986583352088928,0.5102835893630981,0.3988460898399353,0.5073360800743103,0.3983781337738037,0.5091629028320312,0.39831626415252686,0.5118666887283325,0.3983302712440491,0.5128707885742188
6,0,0.39903515577316284,0.5183414816856384,0.40749484300613403,0.5265524387359619,0.40518826246261597,0.5356212258338928,0.4055179953575134,0.5279786586761475,0.40605586767196655,0.5281884670257568,0.4083654284477234,0.5275238752365112,0.4071693420410156,0.5282202959060669,0.4068650007247925,0.52723228931427,0.4071452021598816,0.5240377187728882,0.4065716862678528,0.5258764028549194,0.40668487548828125,0.5288072824478149,0.4067721962928772,0.5292735695838928
6,200,0.40908896923065186,0.5377006530761719,0.4181251525878906,0.5470805764198303,0.41589057445526123,0.5561748147010803,0.4163394570350647,0.5489828586578369,0.41716933250427246,0.5491087436676025,0.4196285605430603,0.5486395359039307,0.41844475269317627,0.5493927001953125,0.4180229902267456,0.5485996603965759,0.4184828996658325,0.5449769496917725,0.4178276062011719,0.5469241738319397,0.41811370849609375,0.5504709482192993,0.41804081201553345,0.5499229431152344
6,400,0.42157530784606934,0.5466600656509399,0.43169188499450684,0.5566588640213013,0.42885714769363403,0.5659574270248413,0.4302283525466919,0.558903157711029,0.43161219358444214,0.5592689514160156,0.4341667890548706,0.5586793422698975,0.4328477382659912,0.5594329833984375,0.43247562646865845,0.5586916208267212,0.43286681175231934,0.5548896789550781,0.43202757835388184,0.5568948984146118,0.43246161937713623,0.5606201887130737,0.43254679441452026,0.5599114894866943
7,0,0.4312129616737366,0.5540050864219666,0.44203394651412964,0.5645163059234619,0.4386516213417053,0.5738610029220581,0.4409065246582031,0.5670675039291382,0.44256848096847534,0.5672866106033325,0.4453667402267456,0.5668678283691406,0.4440409541130066,0.5675956010818481,0.44362807273864746,0.5668767690658569,0.44392818212509155,0.562953531742096,0.4430457353591919,0.5648812055587769,0.4436458945274353,0.5688629150390625,0.4437183737754822,0.5679795742034912
7,200,0.44316565990448,0.5637842416763306,0.45485514402389526,0.5751088857650757,0.4513024091720581,0.5844743251800537,0.45429909229278564,0.5778067111968994,0.4563564658164978,0.5780380964279175,0.45952731370925903,0.5777096152305603,0.4581417441368103,0.5785755515098572,0.45764416456222534,0.5777206420898438,0.4578806757926941,0.5735986232757568,0.4571800231933594,0.5756102800369263,0.45781874656677246,0.5798369646072388,0.45758605003356934,0.5787366628646851
7,400,0.455579936504364,0.5739809274673462,0.46789252758026123,0.586063802242279,0.46388792991638184,0.5954513549804688,0.46796584129333496,0.5889151096343994,0.47042250633239746,0.5894631147384644,0.4738108515739441,0.5889151096343994,0.47256386280059814,0.5898170471191406,0.4720836281776428,0.5891549587249756,0.4721950888633728,0.5845625400543213,0.4712783098220825,0.5867140293121338,0.47202807664871216,0.5914005637168884,0.47182929515838623,0.5898475646972656
8,0,0.46546047925949097,0.5820138454437256,0.4784219264984131,0.594918966293335,0.4741443991661072,0.6041924953460693,0.47887885570526123,0.5977410078048706,0.48163264989852905,0.5984551906585693,0.48544567823410034,0.5979249477386475,0.48392993211746216,0.5988616943359375,0.4833051562309265,0.5981690883636475,0.4836735129356384,0.5932867527008057,0.4825218915939331,0.5954488515853882,0.4834052324295044,0.6005630493164062,0.4831962585449219,0.5986972451210022
8,200,0.4785100817680359,0.5926611423492432,0.4922192692756653,0.6063605546951294,0.48752039670944214,0.6158921718597412,0.4932793378829956,0.6094220876693726,0.49643832445144653,0.6102519631385803,0.5005811452865601,0.6097339987754822,0.4989013671875,0.6109055280685425,0.49833977222442627,0.610076904296875,0.49864834547042847,0.6048656105995178,0.4974208474159241,0.6071120500564575,0.4983808398246765,0.6124254465103149,0.49797648191452026,0.6103981733322144
8,400,0.49181830883026123,0.6034325361251831,0.5063480734825134,0.6179975271224976,0.5016051530838013,0.6275041103363037,0.5080770254135132,0.6213408708572388,0.5116446018218994,0.6223458051681519,0.5160666704177856,0.6217969655990601,0.514230489730835,0.6230286359786987,0.5133416652679443,0.6221080422401428,0.5139749050140381,0.6167322397232056,0.5127211809158325,0.6190122365951538,0.5138334035873413,0.6245481967926025,0.5131098031997681,0.6222991943359375
9,0,0.5022362470626831,0.61180579662323,0.5174072980880737,0.6273201704025269,0.51276695728302,0.6366140842437744,0.5196605324745178,0.6306610107421875,0.5235786437988281,0.6317821145057678,0.5281007289886475,0.631282389163971,0.5263756513595581,0.6325479745864868,0.5252842307090759,0.6317384243011475,0.5259946584701538,0.6259040832519531,0.5248273611068726,0.628291666507721,0.5257534384727478,0.6342086791992188,0.5251227617263794,0.6316858530044556
9,200,0.5158432722091675,0.6228994131088257,0.5317531228065491,0.639308512210846,0.5268520712852478,0.6484832763671875,0.5346688032150269,0.6429265737533569,0.5389679670333862,0.6439810991287231,0.5438690185546875,0.6436500549316406,0.54206383228302,0.6447826027870178,0.540884256362915,0.6438157558441162,0.5416797995567322,0.6378568410873413,0.5404137372970581,0.6403944492340088,0.5414403676986694,0.6466187238693237,0.5407392978668213,0.6439052224159241
9,400,0.5295787453651428,0.6338903903961182,0.5460221767425537,0.6513620615005493,0.5407074689865112,0.6604198813438416,0.5496686697006226,0.655238687992096,0.543430745601654,0.6561881303787231,0.5485309958457947,0.6560935974121094,0.5467363595962524,0.6573045253753662,0.5454003810882568,0.6564208269119263,0.5463358163833618,0.65004563331604,0.5449477434158325,0.6525543928146362,0.5460218191146851,0.6592856645584106,0.5453118085861206,0.6562715768814087
10,0,0.53477942943573,0.6457332968711853,0.5518561601638794,0.6641137599945068,0.546290934085846,0.6728965044021606,0.5560289621353149,0.6681874990463257,0.5499941110610962,0.6692250967025757,0.555180013179779,0.6692178249359131,0.5533756613731384,0.6704555153846741,0.5519701242446899,0.6697090864181519,0.5529975891113281,0.6630452871322632,0.5515437722206116,0.6654984951019287,0.552769124507904,0.6724823713302612,0.5519387722015381,0.6692556142807007
10,200,0.5417870283126831,0.6605631113052368,0.5596152544021606,0.6804195046424866,0.5536655783653259,0.6889339089393616,0.5644323825836182,0.6847517490386963,0.5586988925933838,0.6860707998275757,0.5641424655914307,0.6860021352767944,0.5622825622558594,0.6875131130218506,0.5608571767807007,0.6867392063140869,0.5618196725845337,0.6798578500747681,0.5603277683258057,0.6821730136871338,0.5617204904556274,0.6896133422851562,0.5607079267501831,0.6863716840744019
10,400,0.5489188432693481,0.6750856637954712,0.5677392482757568,0.6916822195053101,0.5612564086914062,0.70006263256073,0.5730370283126831,0.6963585615158081,0.5676252841949463,0.6978162527084351,0.5734621286392212,0.6979895830154419,0.5715633034706116,0.6996438503265381,0.5698992013931274,0.6988186240196228,0.5709003806114197,0.69655442237854,0.5695089101791382,0.6940053701400757,0.5709910988807678,0.7019323110580444,0.5697174072265625,0.6983214616775513
11,0,0.554866373538971,0.6831305027008057,0.574245035648346,0.700825572013855,0.5674349069595337,0.7091098427772522,0.5801743268966675,0.7057766318321228,0.57496178150177,0.7074924111366272,0.5810818076133728,0.7076857089996338,0.5791037082672119,0.7093988656997681,0.5773493051528931,0.7086813449859619,0.5783576965332031,0.7061309814453125,0.577022135257721,0.7036306858062744,0.5786751508712769,0.7119094133377075,0.5771594643592834,0.7080658674240112
11,200,0.5625215768814087,0.6934322714805603,0.582676351070404,0.7125409841537476,0.5753970742225647,0.7207196950912476,0.5893110036849976,0.7178938388824463,0.5843971967697144,0.7198053598403931,0.5907732248306274,0.7200927734375,0.5887120962142944,0.7218471169471741,0.5869755148887634,0.7211982011795044,0.588043212890625,0.7181938886642456,0.58665931224823,0.7159334421157837,0.5883094072341919,0.724674642086029,0.5867059230804443,0.720500111579895
11,400,0.5703645944595337,0.7039981484413147,0.5912437438964844,0.7246911525726318,0.583400309085846,0.7329279184341431,0.5984712839126587,0.730265736579895,0.5939725637435913,0.7324795126914978,0.6007164716720581,0.7326719760894775,0.598358154296875,0.7345852255821228,0.5968466997146606,0.7339316606521606,0.5979355573654175,0.7304958701133728,0.5964682102203369,0.7282494306564331,0.5982564687728882,0.7375513315200806,0.596439778804779,0.7332602739334106
12,0,0.5765563249588013,0.7124794721603394,0.5979546308517456,0.7342533469200134,0.5896373391151428,0.7422875165939331,0.6057794094085693,0.7401347756385803,0.6016345620155334,0.7424744367599487,0.6085264682769775,0.7426321506500244,0.6061422824859619,0.74436354637146,0.6045142412185669,0.74400794506073,0.6055823564529419,0.74010169506073,0.604160726070404,0.7380011081695557,0.6060604453086853,0.7475463151931763,0.6040695905685425,0.7432937622070312
12,200,0.5846328735351562,0.7234891653060913,0.6067733764648438,0.7467130422592163,0.5978800058364868,0.7544640302658081,0.6153759360313416,0.7528911232948303,0.6115349531173706,0.7552316188812256,0.6187973022460938,0.7553672790527344,0.6162354946136475,0.7572949528694153,0.6146774291992188,0.7567223310470581,0.6156747341156006,0.7526355385780334,0.6141684055328369,0.7505662441253662,0.6162058115005493,0.7603420615196228,0.6141628623008728,0.7561725974082947
12,400,0.5927819013595581,0.7345148324966431,0.6158087253570557,0.7591056823730469,0.6063308715820312,0.766697347164154,0.6250292062759399,0.7655045986175537,0.6215748190879822,0.7681609392166138,0.62909996509552,0.7682435512542725,0.6266111135482788,0.7701106667518616,0.6249686479568481,0.7695592045783997,0.6261991262435913,0.7650421857833862,0.6244578957557678,0.7630860805511475,0.6265517473220825,0.77318274974823,0.6244392395019531,0.7690331935882568
13,0,0.5992406606674194,0.7430245876312256,0.6228150129318237,0.7687763571739197,0.6128696799278259,0.7761082053184509,0.63258957862854,0.7754050493240356,0.6294822692871094,0.7780358791351318,0.6371819972991943,0.7782465815544128,0.6347833871841431,0.7800123691558838,0.632969319820404,0.779449462890625,0.6343027353286743,0.7745509743690491,0.6325675249099731,0.7728496193885803,0.6346219778060913,0.7829933166503906,0.6325043439865112,0.7790141701698303
13,200,0.6075740456581116,0.7538397312164307,0.6319304704666138,0.781036376953125,0.6214455366134644,0.7881592512130737,0.6424030661582947,0.7880160212516785,0.6396993398666382,0.7906434535980225,0.6477436423301697,0.7907947897911072,0.6451293230056763,0.7927649021148682,0.6433885097503662,0.7918544411659241,0.6447826027870178,0.7867558598518372,0.6430545449256897,0.7852711081504822,0.6453238725662231,0.7956547141075134,0.6429125070571899,0.7915623784065247
13,400,0.6160282492637634,0.7647408246994019,0.6409996747970581,0.7927936911582947,0.6299269199371338,0.7915488481521606,0.6521907448768616,0.7916064858436584,0.6501609086990356,0.7943199872970581,0.6583845615386963,0.7945069074630737,0.6556816101074219,0.7965138554573059,0.6539132595062256,0.795573353767395,0.6554374694824219,0.7903713583946228,0.65372633934021,0.7888272404670715,0.65606689453125,0.7994308471679688,0.6533792018890381,0.7952393293380737
14,0,0.6226688027381897,0.7730746865272522,0.6480848789215088,0.7953300476074219,0.6370993852615356,0.7942115068435669,0.6598086953163147,0.7943111062049866,0.6581192016601562,0.797173798084259,0.6665780544281006,0.7974637150764465,0.66382896900177,0.7994223833084106,0.6620678305625916,0.7984657287597656,0.6637128591537476,0.79313063621521,0.6619483232498169,0.7916615605354309,0.6643867492675781,0.802341878414154,0.6616244912147522,0.7981190085411072
14,200,0.6313489675521851,0.7836655378341675,0.6572884321212769,0.798760712146759,0.6460367441177368,0.7977066040039062,0.6697201132774353,0.7980045676231384,0.6685240268707275,0.8008368015289307,0.6772719621658325,0.8012207746505737,0.6745283603668213,0.8031688332557678,0.6727074384689331,0.8022274374961853,0.6743913888931274,0.7967376708984375,0.6725425720214844,0.7954118251800537,0.6748746633529663,0.8061608076095581,0.6722615957260132,0.8019137978553772
14,400,0.6416820883750916,0.7881461381912231,0.6683540344238281,0.8041271567344666,0.6563559770584106,0.803155243396759,0.6814833879470825,0.803802490234375,0.6809395551681519,0.8066524863243103,0.6901249289512634,0.8070564270019531,0.6872626543045044,0.8090918064117432,0.6853196620941162,0.8080520629882812,0.6870969533920288,0.8023914694786072,0.6852667331695557,0.8011254072189331,0.6877127885818481,0.81197190284729,0.6847351789474487,0.8078553676605225
15,0,0.64971923828125,0.7916920781135559,0.6767891645431519,0.8082669377326965,0.6644537448883057,0.8073768615722656,0.6904809474945068,0.8082504272460938,0.6906505227088928,0.8112204074859619,0.6971334218978882,0.811558187007904,0.6942468881607056,0.8136236667633057,0.6921662092208862,0.8126394748687744,0.6940430402755737,0.8068199157714844,0.6922353506088257,0.80558180809021,0.6947348117828369,0.8164837956428528,0.6916029453277588,0.8125975131988525
15,200,0.6600502729415894,0.7963405251502991,0.6875656843185425,0.81378173828125,0.6747907400131226,0.8129022121429443,0.6988754272460938,0.8142220973968506,0.6994577646255493,0.8170704245567322,0.706172525882721,0.8172908425331116,0.7032407522201538,0.8195029497146606,0.7012345790863037,0.8186866044998169,0.7031198740005493,0.8126771450042725,0.7012786865234375,0.8114645481109619,0.7038794755935669,0.8222016096115112,0.7005140781402588,0.8186399936676025
15,400,0.6704190969467163,0.8010084629058838,0.6983062028884888,0.8193787336349487,0.6850539445877075,0.81850266456604,0.7073783874511719,0.8199836015701294,0.7083121538162231,0.8230578303337097,0.7154222726821899,0.8232362270355225,0.7124162912368774,0.8251982927322388,0.7105331420898438,0.8243942260742188,0.7124078273773193,0.8183724880218506,0.7105162143707275,0.8172318935394287,0.7131372690200806,0.8281131386756897,0.7096875905990601,0.8247477412223816
16,0,0.6761068105697632,0.8046862483024597,0.70447838306427,0.8238932490348816,0.6911917924880981,0.8229891657829285,0.7142232656478882,0.8247621059417725,0.7153846025466919,0.8277833461761475,0.72276771068573,0.82802414894104,0.7198808193206787,0.8298780918121338,0.718008279800415,0.8290473222732544,0.7198910117149353,0.8228806257247925,0.7178916931152344,0.8217663168907166,0.720683217048645,0.8328484296798706,0.717128336429596,0.8295605778694153
16,200,0.6831537485122681,0.8093664646148682,0.7121128439903259,0.829400360584259,0.6985070705413818,0.8284310102462769,0.7227270603179932,0.83064866065979,0.7245309352874756,0.83367919921875,0.7322213649749756,0.8341712951660156,0.7292705178260803,0.8358150124549866,0.7273932695388794,0.8347342014312744,0.7292361855506897,0.8284980058670044,0.7274110317230225,0.8274968266487122,0.7301945090293884,0.8385543823242188,0.72635817527771,0.8357531428337097
16,400,0.6902754306793213,0.8140203952789307,0.7198143005371094,0.8350393772125244,0.7058732509613037,0.833953857421875,0.7313304543495178,0.8365516662597656,0.7336086630821228,0.8395546674728394,0.7416237592697144,0.8401238918304443,0.738643229007721,0.8416027426719666,0.7368409633636475,0.8404121398925781,0.7386254072189331,0.83412766456604,0.7369855642318726,0.8330006003379822,0.7396863698959351,0.8442772626876831,0.7357012033462524,0.8416904807090759
17,0,0.695871114730835,0.8177697658538818,0.7259360551834106,0.8391944169998169,0.71160888671875,0.8381356000900269,0.7380616664886475,0.8410487771034241,0.7406247854232788,0.8441704511642456,0.7488284707069397,0.8445748090744019,0.7459284067153931,0.8459938764572144,0.7441308498382568,0.8446578979492188,0.7460763454437256,0.8384670615196228,0.7443495988845825,0.8373057246208191,0.7471389770507812,0.8486260175704956,0.7429945468902588,0.8462901711463928
17,200,0.7033216953277588,0.8224372863769531,0.7337485551834106,0.8446316123008728,0.7191081643104553,0.8435821533203125,0.7467125654220581,0.8468055725097656,0.7497020363807678,0.8498522639274597,0.7582685947418213,0.8504155278205872,0.7553070783615112,0.8516528010368347,0.7535569667816162,0.8503023982048035,0.7555474042892456,0.8440017700195312,0.75400710105896,0.8427009582519531,0.7566456198692322,0.8542179465293884,0.7523968815803528,0.8521397709846497
17,400,0.7108879089355469,0.826995849609375,0.7414534091949463,0.850213348865509,0.726780354976654,0.84903883934021,0.7553863525390625,0.8526246547698975,0.7590832114219666,0.855316162109375,0.7676026821136475,0.8560765385627747,0.7646903991699219,0.8571959733963013,0.7630314230918884,0.855798065662384,0.7649977207183838,0.8493338823318481,0.7635718584060669,0.8481373190879822,0.7662628889083862,0.8596721291542053,0.7618077397346497,0.8581203818321228
18,0,0.7167977094650269,0.8305397033691406,0.7474526166915894,0.8541649580001831,0.7330763339996338,0.8531048893928528,0.7620646357536316,0.8568441867828369,0.76613450050354,0.7747586369514465,0.7718636989593506,0.7703590393066406,0.7723358869552612,0.8535118103027344,0.7708557844161987,0.8522656559944153,0.77358078956604,0.7692371010780334
18,200,0.7244126796722412,0.8350741267204285,0.7551299333572388,0.8593902587890625,0.7406594753265381,0.858357310295105,0.7706968784332275,0.7751948237419128,0.7839698791503906,0.7811805009841919,0.7796189785003662,0.7817260026931763,0.8587286472320557,0.780340850353241,0.8575409650802612,0.7830891013145447,0.7786738276481628
18,400,0.7320128679275513,0.8394902348518372,0.76277756690979,0.7482028603553772,0.7792773842811584,0.7842792868614197,0.793009877204895,0.7903323769569397,0.7888739109039307,0.7909724116325378,0.7896478176116943,0.7924105525016785,0.7879969477653503
19,0,0.7378861904144287,0.8429768681526184,0.7687026262283325,0.7539524435997009,0.7858852744102478,0.79128098487854,0.7949604392051697,0.7923033237457275,0.7908676862716675,0.7929530739784241,0.791650116443634,0.7944628596305847,0.7899958491325378
19,200,0.7456144094467163,0.8475176692008972,0.7763599753379822,0.7614037990570068,0.7942924499511719,0.7937384843826294,0.7975548505783081,0.7949206233024597,0.793371856212616,0.7955673933029175,0.7942513227462769,0.7970826625823975,0.792657196521759
19,400,0.7533382773399353,0.8520164489746094,0.7839381098747253,0.769123911857605,0.796640157699585,0.796207845211029,0.8001475930213928,0.7974768877029419,0.7959717512130737,0.7982033491134644,0.796901285648346,0.7996944785118103,0.7952758073806763
20,0,0.7593116760253906,0.8554297685623169,0.7897093296051025,0.7749617099761963,0.7984996438026428,0.7980782985687256,0.8021367192268372,0.7995491027832031,0.7979426980018616,0.8002344965934753,0.7989370822906494,0.8018027544021606,0.7973564863204956
20,200,0.7669978737831116,0.8597136735916138,0.7969788312911987,0.78227698802948,0.8008448481559753,0.80061936378479,0.8047332763671875,0.8020659685134888,0.8005286455154419,0.8029484152793884,0.8015666604042053,0.8044450283050537,0.8000339865684509
20,400,0.777319610118866,0.7999839782714844,0.7919036149978638,0.8041598200798035,0.8041703701019287,0.8082470297813416,0.8056386113166809,0.8041271567344666,0.8064621686935425,0.8052651882171631,0.8080478310585022,0.8037601113319397
21,0,0.7813576459884644,0.8039194941520691,0.7959102988243103,0.8086738586425781,0.8089684247970581,0.8130310773849487,0.8104998469352722,0.8090998530387878,0.8112716674804688,0.8103196620941162,0.8130056858062744,0.8087742924690247
21,200,0.7863646745681763,0.8088150024414062,0.8006346225738525,0.8143662214279175,0.8148986101150513,0.8190680742263794,0.8165698647499084,0.8152469992637634,0.8174527287483215,0.8165673017501831,0.8191540837287903,0.8151219487190247
21,400,0.7914009094238281,0.8137041926383972,0.8054695129394531,0.8200412392616272,0.820824921131134,0.8250889182090759,0.8227619528770447,0.8213242292404175,0.8236300349235535,0.8227310180664062,0.825358510017395,0.8214259743690491
22,0,0.7954830527305603,0.8175209760665894,0.8093486428260803,0.8243336081504822,0.8254547119140625,0.8296462297439575,0.8274328708648682,0.8261353969573975,0.8285378217697144,0.8274158835411072,0.8300730586051941,0.8262324929237366
22,200,0.8004896640777588,0.8222973942756653,0.8142051696777344,0.8298725485801697,0.8314187526702881,0.8356921076774597,0.8334532976150513,0.8322228193283081,0.8346413373947144,0.8334973454475403,0.836151123046875,0.8324546813964844
