Search,Epoch,iteration,test_loader_data,batch_time,batch_time(AVG),Loss,Loss(AVG),Prec@1,Prec@1(AVG),Prec@5,Prec@5(AVG)
1,37,199,200,0.252,0.249,0.1805,0.2790,92.000,90.530,100.000,99.700
1,38,199,200,0.241,0.252,0.2343,0.2239,88.000,92.920,100.000,99.820
1,39,199,200,0.250,0.250,0.2575,0.1982,90.000,93.360,100.000,99.870
1,40,199,200,0.245,0.253,0.1461,0.1796,94.000,93.920,100.000,99.900
1,41,199,200,0.244,0.251,0.3453,0.1864,90.000,93.870,100.000,99.840
1,42,199,200,0.250,0.250,0.1747,0.1714,96.000,94.170,98.000,99.920
1,43,199,200,0.248,0.249,0.1071,0.1808,96.000,94.110,100.000,99.860
1,44,199,200,0.251,0.251,0.1919,0.1662,94.000,94.330,100.000,99.940
1,45,199,200,0.248,0.251,0.1953,0.1918,90.000,93.980,100.000,99.890
1,46,199,200,0.251,0.251,0.0844,0.1761,96.000,94.440,100.000,99.870
1,47,199,200,0.247,0.252,0.1287,0.1677,92.000,94.520,100.000,99.840
1,48,199,200,0.272,0.251,0.1117,0.1681,96.000,94.570,100.000,99.900
1,49,199,200,0.247,0.252,0.1604,0.1549,96.000,95.000,100.000,99.920
1,50,199,200,0.253,0.251,0.1998,0.1614,96.000,95.020,100.000,99.900
1,51,199,200,0.256,0.249,0.2319,0.1629,92.000,95.120,100.000,99.930
1,52,199,200,0.253,0.250,0.0384,0.1786,98.000,94.640,100.000,99.900
1,53,199,200,0.259,0.252,0.2511,0.1903,90.000,94.430,98.000,99.840
1,54,199,200,0.240,0.249,0.1874,0.1568,96.000,95.330,100.000,99.880
1,55,199,200,0.241,0.251,0.3631,0.1788,88.000,94.950,98.000,99.880
1,56,199,200,0.245,0.249,0.1412,0.1625,94.000,95.160,100.000,99.900
1,57,199,200,0.257,0.250,0.0975,0.1725,96.000,95.120,100.000,99.910
1,58,199,200,0.250,0.252,0.2652,0.1669,94.000,95.380,100.000,99.890
1,59,199,200,0.249,0.250,0.2740,0.1603,92.000,95.050,100.000,99.930
1,60,199,200,0.241,0.252,0.1449,0.1579,94.000,95.390,100.000,99.900
1,61,199,200,0.247,0.250,0.1855,0.1632,96.000,95.320,100.000,99.880
1,62,199,200,0.242,0.249,0.2339,0.1663,92.000,95.050,100.000,99.960
1,63,199,200,0.268,0.250,0.1514,0.1831,96.000,95.050,98.000,99.900
1,64,199,200,0.242,0.256,0.1749,0.1562,96.000,95.590,100.000,99.930
1,65,199,200,0.278,0.258,0.1219,0.1572,94.000,95.470,100.000,99.920
1,66,199,200,0.244,0.255,0.0222,0.1743,100.000,94.850,100.000,99.870
1,67,199,200,0.235,0.252,0.0106,0.1588,100.000,95.400,100.000,99.920
1,68,199,200,0.287,0.257,0.0681,0.1595,98.000,95.350,100.000,99.910
1,69,199,200,0.248,0.255,0.0817,0.1577,96.000,95.600,100.000,99.910
1,70,199,200,0.244,0.248,0.1170,0.1818,96.000,95.030,100.000,99.900
1,71,199,200,0.756,0.654,0.3871,0.1652,94.000,94.920,100.000,99.880
1,72,199,200,0.250,0.245,0.0704,0.1544,98.000,95.560,100.000,99.930
1,73,199,200,0.234,0.246,0.1685,0.1548,98.000,95.630,100.000,99.880
1,74,199,200,0.609,0.609,0.1087,0.1558,94.000,95.420,100.000,99.930
1,75,199,200,0.250,0.243,0.1478,0.1596,98.000,95.380,100.000,99.900
1,76,199,200,0.266,0.246,0.0554,0.1580,98.000,95.570,100.000,99.940
1,77,199,200,0.230,0.245,0.0894,0.1570,98.000,95.530,100.000,99.930
1,78,199,200,0.234,0.244,0.1282,0.1545,94.000,95.580,100.000,99.900
1,79,199,200,0.244,0.246,0.2700,0.1759,92.000,95.140,100.000,99.910
1,80,199,200,0.249,0.245,0.3388,0.1731,94.000,95.560,100.000,99.910
1,81,199,200,0.238,0.245,0.0137,0.1654,100.000,95.380,100.000,99.880
1,82,199,200,0.246,0.246,0.2919,0.1534,88.000,95.780,100.000,99.920
1,83,199,200,0.250,0.251,0.1217,0.1614,96.000,95.420,100.000,99.920
1,84,199,200,0.233,0.247,0.1284,0.1551,92.000,95.580,100.000,99.930
1,85,199,200,0.243,0.247,0.1282,0.1606,96.000,95.700,100.000,99.920
1,86,199,200,0.243,0.246,0.0115,0.1543,100.000,95.620,100.000,99.870
1,87,199,200,0.234,0.245,0.0302,0.1728,100.000,95.290,100.000,99.890
1,88,199,200,0.234,0.246,0.1937,0.1634,94.000,95.490,100.000,99.920
