Epoch,iteration,SparseConv0_64-64-(1  1),SparseConv1_64-64-(3  3),SparseConv2_64-256-(1  1),SparseConv3_64-256-(1  1),SparseConv4_256-64-(1  1),SparseConv5_64-64-(3  3),SparseConv6_64-256-(1  1),SparseConv7_256-64-(1  1),SparseConv8_64-64-(3  3),SparseConv9_64-256-(1  1),SparseConv10_256-128-(1  1),SparseConv11_128-128-(3  3),SparseConv12_128-512-(1  1),SparseConv13_256-512-(1  1),SparseConv14_512-128-(1  1),SparseConv15_128-128-(3  3),SparseConv16_128-512-(1  1),SparseConv17_512-128-(1  1),SparseConv18_128-128-(3  3),SparseConv19_128-512-(1  1),SparseConv20_512-128-(1  1),SparseConv21_128-128-(3  3),SparseConv22_128-512-(1  1),SparseConv23_512-256-(1  1),SparseConv24_256-256-(3  3),SparseConv25_256-1024-(1  1),SparseConv26_512-1024-(1  1),SparseConv27_1024-256-(1  1),SparseConv28_256-256-(3  3),SparseConv29_256-1024-(1  1),SparseConv30_1024-256-(1  1),SparseConv31_256-256-(3  3),SparseConv32_256-1024-(1  1),SparseConv33_1024-256-(1  1),SparseConv34_256-256-(3  3),SparseConv35_256-1024-(1  1),SparseConv36_1024-256-(1  1),SparseConv37_256-256-(3  3),SparseConv38_256-1024-(1  1),SparseConv39_1024-256-(1  1),SparseConv40_256-256-(3  3),SparseConv41_256-1024-(1  1),SparseConv42_1024-512-(1  1),SparseConv43_512-512-(3  3),SparseConv44_512-2048-(1  1),SparseConv45_1024-2048-(1  1),SparseConv46_2048-512-(1  1),SparseConv47_512-512-(3  3),SparseConv48_512-2048-(1  1),SparseConv49_2048-512-(1  1),SparseConv50_512-512-(3  3),SparseConv51_512-2048-(1  1),Linear0_2048-10
0,0,0.259521484375,0.2586262822151184,0.2615966796875,0.26416015625,0.26800537109375,0.2583821415901184,0.25787353515625,0.26043701171875,0.255615234375,0.2537841796875,0.258392333984375,0.2557644248008728,0.2562408447265625,0.2569427490234375,0.2711944580078125,0.2560017704963684,0.2559661865234375,0.257415771484375,0.2563205361366272,0.255889892578125,0.2559967041015625,0.25457763671875,0.2556610107421875,0.25469207763671875,0.2561204433441162,0.2552375793457031,0.25582313537597656,0.25948333740234375,0.2554897665977478,0.25583648681640625,0.2567596435546875,0.2553456425666809,0.2549285888671875,0.2561836242675781,0.254896342754364,0.2550697326660156,0.25485992431640625,0.2554880976676941,0.2555198669433594,0.25518798828125,0.2551456093788147,0.2552680969238281,0.25488853454589844,0.2547624111175537,0.2545900344848633,0.25536012649536133,0.2553863525390625,0.25481414794921875,0.2551584243774414,0.2550773620605469,0.25482600927352905,0.2549018859863281,0.24848634004592896
0,200,0.2568359375,0.2659776210784912,0.2620849609375,0.26708984375,0.27001953125,0.2646755576133728,0.26116943359375,0.2628173828125,0.2648383378982544,0.25738525390625,0.265594482421875,0.26617431640625,0.2615814208984375,0.26482391357421875,0.2752532958984375,0.2665744423866272,0.261383056640625,0.2624359130859375,0.265821635723114,0.2612152099609375,0.2615814208984375,0.2643093466758728,0.2603912353515625,0.26309967041015625,0.2661420702934265,0.26145172119140625,0.2647972106933594,0.2646827697753906,0.2657945156097412,0.2620391845703125,0.26288604736328125,0.2656605839729309,0.26129913330078125,0.26261138916015625,0.2652638554573059,0.2613029479980469,0.26108551025390625,0.265577495098114,0.2614860534667969,0.26161956787109375,0.2652503252029419,0.26116180419921875,0.2639789581298828,0.26523250341415405,0.26140403747558594,0.26474714279174805,0.2621583938598633,0.2651142477989197,0.2622041702270508,0.2620248794555664,0.2651112675666809,0.26177024841308594,0.24868160486221313
0,400,0.259521484375,0.2724609375,0.26385498046875,0.2674560546875,0.27154541015625,0.2723795771598816,0.26409912109375,0.26422119140625,0.2752007246017456,0.26043701171875,0.271759033203125,0.2765977382659912,0.2657318115234375,0.27342987060546875,0.2779693603515625,0.2766655683517456,0.267242431640625,0.2672882080078125,0.276014506816864,0.2658538818359375,0.2661590576171875,0.2754177451133728,0.2654876708984375,0.27242279052734375,0.2770538330078125,0.2677459716796875,0.27454376220703125,0.2699928283691406,0.2766181230545044,0.26849365234375,0.2693214416503906,0.2763909101486206,0.2677040100097656,0.26898956298828125,0.2761518359184265,0.26837158203125,0.267669677734375,0.276594340801239,0.2685050964355469,0.26825714111328125,0.2759212851524353,0.26811981201171875,0.2736167907714844,0.2762336730957031,0.2687101364135742,0.27496910095214844,0.26947784423828125,0.2761484980583191,0.26945018768310547,0.2692985534667969,0.2761116027832031,0.2692422866821289,0.24609375
0,600,0.25830078125,0.2804362177848816,0.265625,0.27032470703125,0.2755126953125,0.280164897441864,0.26544189453125,0.26666259765625,0.2854817509651184,0.262451171875,0.277435302734375,0.287244975566864,0.271759033203125,0.28267669677734375,0.2820281982421875,0.287550151348114,0.2718505859375,0.273468017578125,0.2873738408088684,0.2717132568359375,0.271484375,0.2865668535232544,0.2706451416015625,0.2817840576171875,0.2878519892692566,0.2743415832519531,0.2847881317138672,0.2756004333496094,0.2878604531288147,0.27520751953125,0.2759895324707031,0.2875908613204956,0.2743797302246094,0.2755241394042969,0.2872704267501831,0.2749061584472656,0.27484893798828125,0.2877553105354309,0.2749671936035156,0.275390625,0.2873517870903015,0.2748451232910156,0.28356170654296875,0.28767818212509155,0.27626991271972656,0.2852668762207031,0.27701282501220703,0.28761839866638184,0.2767295837402344,0.2767629623413086,0.2875964045524597,0.27674007415771484,0.24555665254592896
1,0,0.2607421875,0.289442241191864,0.268310546875,0.27227783203125,0.27587890625,0.2886555790901184,0.26739501953125,0.2691650390625,0.2953287959098816,0.26519775390625,0.285736083984375,0.29840087890625,0.27740478515625,0.2918701171875,0.284454345703125,0.2987602949142456,0.27703857421875,0.27783203125,0.2983737587928772,0.276611328125,0.27685546875,0.29779052734375,0.2759552001953125,0.2916412353515625,0.2994537353515625,0.28142547607421875,0.2946662902832031,0.28131866455078125,0.2994706630706787,0.2819938659667969,0.2824363708496094,0.2991044521331787,0.2811546325683594,0.2822532653808594,0.2989857792854309,0.2815971374511719,0.2817344665527344,0.2994452714920044,0.2814445495605469,0.2818450927734375,0.2991909384727478,0.28136444091796875,0.2942523956298828,0.29958510398864746,0.283935546875,0.2960519790649414,0.2846803665161133,0.29954952001571655,0.2845296859741211,0.2844429016113281,0.2995838522911072,0.28444862365722656,0.24658203125
1,200,0.259033203125,0.2973904013633728,0.27044677734375,0.27557373046875,0.27899169921875,0.2972819209098816,0.2708740234375,0.27032470703125,0.3068576455116272,0.2684326171875,0.292816162109375,0.31005859375,0.28369140625,0.3010406494140625,0.28778076171875,0.3107231855392456,0.282989501953125,0.283599853515625,0.3101738691329956,0.282196044921875,0.2829132080078125,0.3100382685661316,0.28204345703125,0.30103302001953125,0.3116065263748169,0.2884521484375,0.30507850646972656,0.28716278076171875,0.311628520488739,0.2890434265136719,0.2895355224609375,0.3112199306488037,0.2883338928222656,0.2891387939453125,0.311140239238739,0.28890228271484375,0.2889595031738281,0.3115454912185669,0.2888450622558594,0.2891120910644531,0.311536967754364,0.2884979248046875,0.3048877716064453,0.3119778037071228,0.2916898727416992,0.307192325592041,0.2925710678100586,0.3119790554046631,0.29251766204833984,0.29242897033691406,0.31195998191833496,0.2923717498779297,0.24770504236221313
1,400,0.263916015625,0.3047688603401184,0.27264404296875,0.27777099609375,0.2799072265625,0.3068305253982544,0.2740478515625,0.2735595703125,0.3185221552848816,0.2716064453125,0.301116943359375,0.3227607011795044,0.2883758544921875,0.3110809326171875,0.2911376953125,0.3235134482383728,0.288970947265625,0.2884979248046875,0.32318115234375,0.2874603271484375,0.2881927490234375,0.321729838848114,0.287445068359375,0.3102264404296875,0.323866069316864,0.29566192626953125,0.31587982177734375,0.29341888427734375,0.3244408369064331,0.2961273193359375,0.29644775390625,0.3238202929496765,0.29534912109375,0.2962760925292969,0.3239423632621765,0.2961463928222656,0.2961616516113281,0.3242340087890625,0.29610443115234375,0.29654693603515625,0.3240017294883728,0.29571533203125,0.31597328186035156,0.3246510624885559,0.299957275390625,0.3188924789428711,0.30071353912353516,0.32490748167037964,0.3003988265991211,0.30051517486572266,0.32487064599990845,0.30020809173583984,0.25126951932907104
1,600,0.2646484375,0.3141276240348816,0.27496337890625,0.28076171875,0.28125,0.316541850566864,0.27752685546875,0.276611328125,0.330078125,0.275146484375,0.309356689453125,0.335218608379364,0.294342041015625,0.32137298583984375,0.2954559326171875,0.3355984091758728,0.2945404052734375,0.29388427734375,0.33587646484375,0.2940826416015625,0.294403076171875,0.33453369140625,0.2933502197265625,0.3208160400390625,0.3369564414024353,0.3032798767089844,0.3273792266845703,0.2998619079589844,0.3371293544769287,0.30307769775390625,0.3038482666015625,0.3368954062461853,0.30297088623046875,0.3039131164550781,0.3369835615158081,0.3034629821777344,0.3033790588378906,0.3370378017425537,0.3032798767089844,0.3041877746582031,0.336958110332489,0.3031768798828125,0.327667236328125,0.33812373876571655,0.3083181381225586,0.3308243751525879,0.30912303924560547,0.3383437395095825,0.3086833953857422,0.3087425231933594,0.3381936550140381,0.30840301513671875,0.2552245855331421
2,0,0.2646484375,0.3228081464767456,0.27801513671875,0.28460693359375,0.283935546875,0.326904296875,0.28179931640625,0.28021240234375,0.3428276777267456,0.2791748046875,0.317657470703125,0.34857177734375,0.30029296875,0.3319244384765625,0.3016204833984375,0.349806010723114,0.3010406494140625,0.2992706298828125,0.3484089970588684,0.300384521484375,0.300628662109375,0.34820556640625,0.3001556396484375,0.33115386962890625,0.3505418300628662,0.3112678527832031,0.3391227722167969,0.306884765625,0.3507741093635559,0.3102073669433594,0.3116302490234375,0.350433349609375,0.3109169006347656,0.311767578125,0.3503044843673706,0.3116798400878906,0.3107414245605469,0.3506452441215515,0.3110694885253906,0.3114509582519531,0.3507588505744934,0.31081390380859375,0.33928489685058594,0.35197657346725464,0.3167276382446289,0.34325456619262695,0.3175935745239258,0.3522016406059265,0.31717967987060547,0.31722164154052734,0.3520050048828125,0.3167266845703125,0.25800782442092896
2,200,0.265625,0.3328450322151184,0.2801513671875,0.2861328125,0.28509521484375,0.3376193642616272,0.28369140625,0.28179931640625,0.3557400107383728,0.28240966796875,0.326629638671875,0.3619927167892456,0.30535888671875,0.34334564208984375,0.306976318359375,0.3637898564338684,0.307525634765625,0.306060791015625,0.3616061806678772,0.3074951171875,0.30755615234375,0.3621826171875,0.3066253662109375,0.34188079833984375,0.3647715449333191,0.3188667297363281,0.35140037536621094,0.3140602111816406,0.3648020625114441,0.31905364990234375,0.3194122314453125,0.3645256757736206,0.318756103515625,0.3196907043457031,0.3644273281097412,0.31952667236328125,0.3185272216796875,0.3647969365119934,0.31937408447265625,0.3193016052246094,0.3649461269378662,0.31844329833984375,0.35141563415527344,0.36636269092559814,0.32507896423339844,0.3558197021484375,0.3259925842285156,0.3664601445198059,0.3253593444824219,0.3251972198486328,0.3664143681526184,0.32469654083251953,0.2601073980331421
