Search,Epoch,iteration,test_loader_data,batch_time,batch_time(AVG),Loss,Loss(AVG),Prec@1,Prec@1(AVG),Prec@5,Prec@5(AVG)
0,75,49,50,4.022,3.534,1.7651,1.8583,54.000,50.270,83.500,79.970
0,76,49,50,4.004,3.332,2.1025,1.9707,45.000,46.790,75.500,78.160
0,77,49,50,3.204,3.293,1.8696,1.8242,49.500,50.860,81.000,80.970
0,78,49,50,3.714,3.639,2.0095,1.8217,49.500,50.810,78.000,80.940
0,79,49,50,3.647,3.493,1.8030,1.8152,52.500,51.090,80.500,80.710
0,80,49,50,3.452,3.309,1.8507,1.8483,48.500,50.580,79.000,79.970
0,81,49,50,2.839,3.383,1.7265,1.8003,52.000,51.460,84.500,80.930
0,82,49,50,2.832,3.526,1.9400,1.8527,51.000,50.100,78.500,80.180
0,83,49,50,2.936,3.319,1.8052,1.8040,48.000,51.050,80.500,80.640
0,84,49,50,3.110,3.554,1.8275,1.7626,50.500,52.500,75.500,81.320
0,85,49,50,3.745,3.409,1.6088,1.7912,53.000,51.760,85.500,81.270
0,86,49,50,3.121,3.526,1.4914,1.7404,58.500,52.480,84.000,81.710
0,87,49,50,3.546,3.457,1.7802,1.7268,51.000,53.070,81.500,82.420
0,88,49,50,3.370,3.319,1.8473,1.7354,54.000,53.070,80.500,81.810
0,89,49,50,3.725,3.501,1.6861,1.7133,53.500,53.340,83.500,82.530
0,90,49,50,4.324,3.425,1.7554,1.7044,46.000,53.900,83.500,82.420
0,91,49,50,4.328,3.459,1.4605,1.6848,59.000,53.800,87.000,82.880
0,92,49,50,2.625,3.184,1.8464,1.6698,48.500,54.240,77.500,83.260
0,93,49,50,3.504,3.363,1.7672,1.6919,55.000,53.910,79.500,82.290
0,94,49,50,2.833,3.512,1.7115,1.6654,54.000,54.470,82.500,83.210
0,95,49,50,3.609,3.276,1.5714,1.6487,57.000,55.280,85.000,83.430
0,96,49,50,3.915,3.336,1.5989,1.6383,58.000,55.530,83.500,83.450
0,97,49,50,3.526,3.398,1.7928,1.6621,53.000,55.090,80.000,83.160
0,98,49,50,2.487,3.290,1.5975,1.6367,54.500,55.300,84.500,83.900
0,99,49,50,4.886,3.465,1.6303,1.6067,60.000,55.850,85.000,84.140
0,100,49,50,3.647,3.295,1.6133,1.6172,54.500,56.160,87.000,83.890
0,101,49,50,3.001,3.305,1.6057,1.6077,54.500,55.530,86.000,84.270
0,102,49,50,3.029,3.442,1.6251,1.6162,60.000,55.560,84.500,84.040
0,103,49,50,3.791,3.263,1.5761,1.6262,61.000,55.720,82.500,83.820
0,104,49,50,2.683,3.345,1.4654,1.6062,58.000,56.370,85.500,83.960
0,105,49,50,4.041,3.404,1.3291,1.5786,64.500,56.660,90.000,84.540
0,106,49,50,3.516,3.353,1.6092,1.5883,52.500,56.210,86.500,84.650
0,107,49,50,3.295,3.242,1.4833,1.5481,59.500,57.580,86.500,85.020
0,108,49,50,3.569,3.487,1.5747,1.5464,57.000,57.530,85.500,84.930
0,109,49,50,3.753,3.577,1.5260,1.5786,58.000,56.660,87.000,84.470
0,110,49,50,2.850,3.279,1.4045,1.5623,62.000,57.600,87.000,84.910
0,111,49,50,3.226,3.525,1.5269,1.5461,59.500,57.430,84.000,84.850
0,112,49,50,4.055,3.506,1.8773,1.5431,52.500,57.450,81.500,85.060
0,113,49,50,3.778,3.646,1.6023,1.5435,54.500,57.440,83.000,85.080
0,114,49,50,4.069,3.438,1.4328,1.5531,61.500,57.220,87.500,84.990
0,115,49,50,3.062,3.409,1.3527,1.4954,61.000,58.720,87.500,86.000
0,116,49,50,3.963,3.398,1.6586,1.5328,51.000,57.640,84.500,85.170
0,117,49,50,3.268,3.495,1.6186,1.5305,59.500,57.980,83.000,85.010
0,118,49,50,4.088,3.195,1.4473,1.5149,60.000,58.490,86.000,85.410
0,119,49,50,3.068,3.439,1.5030,1.4860,58.000,58.930,83.500,86.080
0,120,49,50,3.747,3.500,1.4112,1.5120,61.000,58.120,88.000,85.220
0,121,49,50,3.693,3.191,1.4796,1.4931,61.500,59.040,86.000,85.820
0,122,49,50,3.241,3.304,1.2682,1.4716,64.500,59.180,89.500,85.960
0,123,49,50,2.637,3.194,1.7783,1.4745,55.500,59.130,80.500,86.260
0,124,49,50,3.538,3.356,1.4619,1.4985,60.500,58.750,85.000,85.750
0,125,49,50,2.772,3.392,1.4575,1.4762,59.000,59.020,86.000,86.150
0,126,49,50,3.362,2.984,1.4480,1.4786,63.500,59.360,85.000,86.310
0,127,49,50,3.554,3.185,1.4659,1.4565,64.000,59.950,88.000,86.280
0,128,49,50,3.647,3.183,1.4674,1.4533,60.500,59.750,84.500,86.540
0,129,49,50,2.238,3.313,1.4558,1.4373,60.500,60.110,84.500,86.600
0,130,49,50,3.065,3.558,1.5929,1.4613,61.000,59.910,83.500,86.350
0,131,49,50,4.573,3.592,1.4432,1.4532,62.500,60.170,88.500,86.320
0,132,49,50,3.452,3.425,1.2770,1.4435,65.000,60.310,90.500,86.490
0,133,49,50,3.822,3.667,1.3136,1.4527,64.500,59.940,90.500,86.520
0,134,49,50,2.889,3.162,1.3455,1.4461,58.500,59.940,89.000,86.620
0,135,49,50,4.239,3.693,1.5681,1.4333,57.000,60.470,84.000,86.860
0,136,49,50,3.033,3.036,1.5897,1.4388,55.500,60.150,81.000,86.630
0,137,49,50,2.602,3.165,1.3712,1.4176,60.500,60.990,89.000,87.020
0,138,49,50,3.339,3.150,1.2482,1.4269,63.000,60.790,93.500,86.750
0,139,49,50,3.926,3.169,1.3608,1.4376,64.000,60.350,86.500,86.480
0,140,49,50,3.588,3.223,1.5148,1.4248,60.500,60.790,84.500,86.910
0,141,49,50,3.577,3.283,1.4105,1.4103,63.000,61.100,88.000,87.110
0,142,49,50,2.109,3.042,1.7347,1.4145,54.500,61.140,83.000,86.800
0,143,49,50,2.859,3.220,1.3439,1.4191,60.500,61.330,89.000,86.990
0,144,49,50,2.323,3.373,1.0091,1.4048,67.000,61.080,94.000,87.060
0,145,49,50,1.868,3.375,1.3540,1.3889,64.000,61.640,89.000,87.410
0,146,49,50,3.072,3.398,1.4165,1.4128,63.000,61.470,91.500,87.120
0,147,49,50,3.099,3.418,1.4762,1.4358,60.500,60.740,87.000,86.810
0,148,49,50,2.832,3.494,1.3487,1.4002,62.500,61.760,87.000,87.120
0,149,49,50,3.650,3.562,1.2728,1.4113,64.000,60.980,87.000,86.900
0,150,49,50,2.998,3.365,1.4684,1.4020,59.500,61.950,86.000,87.060
0,151,49,50,3.977,3.301,1.3575,1.3675,64.000,62.420,87.500,87.340
0,152,49,50,3.262,3.392,1.5840,1.3944,56.500,61.990,86.500,87.200
