Epoch,iteration,SparseConv0_3-64-(7  7),SparseConv1_64-64-(3  3),SparseConv2_64-64-(3  3),SparseConv3_64-64-(3  3),SparseConv4_64-64-(3  3),SparseConv5_64-128-(3  3),SparseConv6_128-128-(3  3),SparseConv7_64-128-(1  1),SparseConv8_128-128-(3  3),SparseConv9_128-128-(3  3),SparseConv10_128-256-(3  3),SparseConv11_256-256-(3  3),SparseConv12_128-256-(1  1),SparseConv13_256-256-(3  3),SparseConv14_256-256-(3  3),SparseConv15_256-512-(3  3),SparseConv16_512-512-(3  3),SparseConv17_256-512-(1  1),SparseConv18_512-512-(3  3),SparseConv19_512-512-(3  3),Linear0_512-10
5,400,0.3966836929321289,0.365858256816864,0.3849284052848816,0.3828667402267456,0.384521484375,0.3223198652267456,0.384351909160614,0.282958984375,0.3831990361213684,0.3840739130973816,0.3146396279335022,0.4417029619216919,0.2685546875,0.4429134726524353,0.4433068037033081,0.41262561082839966,0.5412966012954712,0.26589202880859375,0.54134202003479,0.5374522805213928,0.34804683923721313
5,600,0.4038052558898926,0.3711479902267456,0.3908420205116272,0.3893500566482544,0.390516459941864,0.3259819746017456,0.3907673954963684,0.2830810546875,0.39007568359375,0.3903672695159912,0.3181423544883728,0.4546458125114441,0.26947021484375,0.455732524394989,0.4556918740272522,0.42256420850753784,0.5471339821815491,0.266571044921875,0.5469076633453369,0.5571340322494507,0.349609375
6,0,0.40444302558898926,0.372314453125,0.3917100429534912,0.3901095986366272,0.3914659023284912,0.3261989951133728,0.391370952129364,0.282958984375,0.3907402753829956,0.3911404013633728,0.3186882734298706,0.4564683437347412,0.26983642578125,0.4575619101524353,0.4575534462928772,0.4239823818206787,0.5478388071060181,0.26657867431640625,0.5476366281509399,0.5582355856895447,0.3492187261581421
6,200,0.41252124309539795,0.3759765625,0.397840678691864,0.397596538066864,0.3986002802848816,0.33056640625,0.3985798954963684,0.2847900390625,0.3982001543045044,0.39813232421875,0.3226216435432434,0.4709743857383728,0.270294189453125,0.4722357988357544,0.4722849726676941,0.43674296140670776,0.5538859963417053,0.2674407958984375,0.5534328818321228,0.5639339089393616,0.3492187261581421
6,400,0.4204931855201721,0.3810763955116272,0.4055989384651184,0.4054904580116272,0.4050021767616272,0.3337266445159912,0.4059990644454956,0.285888671875,0.4055718183517456,0.4053615927696228,0.3266059160232544,0.4859500527381897,0.270294189453125,0.4868384599685669,0.4870673418045044,0.4499359130859375,0.5600632429122925,0.267974853515625,0.5593711137771606,0.5697195529937744,0.34980469942092896
6,600,0.4279336929321289,0.3862847089767456,0.4129231572151184,0.4120822548866272,0.4125162959098816,0.3380398154258728,0.4136691689491272,0.2861328125,0.41314697265625,0.412611186504364,0.3304545283317566,0.5009596347808838,0.271148681640625,0.5018954873085022,0.5021480917930603,0.46363747119903564,0.5662091970443726,0.26851654052734375,0.5653766989707947,0.5756704807281494,0.34941405057907104
7,0,0.4296343922615051,0.3865830898284912,0.4141438603401184,0.4131672978401184,0.4134385585784912,0.3381754755973816,0.4144761562347412,0.286376953125,0.4139607548713684,0.41357421875,0.3309428095817566,0.502685546875,0.2713623046875,0.5037672519683838,0.5038503408432007,0.4654167890548706,0.5670301914215088,0.268585205078125,0.5661320090293884,0.5764308571815491,0.3492187261581421
7,200,0.43930697441101074,0.391248881816864,0.4212239384651184,0.4221462607383728,0.4212239384651184,0.3417697548866272,0.4225395917892456,0.288818359375,0.4216579794883728,0.4213528037071228,0.3349507451057434,0.5180222988128662,0.271484375,0.5185037851333618,0.518890380859375,0.4793040156364441,0.5732485055923462,0.26883697509765625,0.5723533630371094,0.582454264163971,0.34882813692092896
7,400,0.44685375690460205,0.3968369960784912,0.4288737177848816,0.4295247197151184,0.4302571415901184,0.3456352949142456,0.4304470419883728,0.2889404296875,0.4297417402267456,0.4298434853553772,0.3388875126838684,0.5330098867416382,0.272430419921875,0.5336472988128662,0.53399658203125,0.49348706007003784,0.5794851779937744,0.26934051513671875,0.5785081386566162,0.5884484052658081,0.3486328125
7,600,0.457801878452301,0.4016655683517456,0.4369574785232544,0.4375542402267456,0.43701171875,0.3491753339767456,0.439222514629364,0.2900390625,0.4384968876838684,0.4380357265472412,0.343031108379364,0.5479922890663147,0.27301025390625,0.5477413535118103,0.5491079092025757,0.5079176425933838,0.585856556892395,0.27013397216796875,0.5848134756088257,0.5948050022125244,0.35078126192092896
8,0,0.4576956033706665,0.4026421308517456,0.4380967617034912,0.4388020634651184,0.4385850429534912,0.3493245244026184,0.4405449628829956,0.2882080078125,0.4393581748008728,0.439100444316864,0.3434414267539978,0.5483924150466919,0.27313232421875,0.548370361328125,0.5496063232421875,0.5097537636756897,0.5866533517837524,0.27021026611328125,0.5855696201324463,0.5956891775131226,0.3525390625
8,200,0.4657738208770752,0.4074164628982544,0.446180522441864,0.44580078125,0.4472385048866272,0.3530680537223816,0.4489203691482544,0.2884521484375,0.4485948085784912,0.44781494140625,0.3477376103401184,0.5493045449256897,0.273101806640625,0.5493638515472412,0.5504608154296875,0.5240792036056519,0.5930752158164978,0.27033233642578125,0.5919142961502075,0.6018604636192322,0.35195308923721313
8,400,0.47438353300094604,0.4129231572151184,0.4534776210784912,0.4538845419883728,0.4560004472732544,0.3568928837776184,0.4575534462928772,0.2908935546875,0.4569295048713684,0.4562309980392456,0.351715087890625,0.5500725507736206,0.273712158203125,0.5502793788909912,0.5513169765472412,0.538639485836029,0.599496603012085,0.27100372314453125,0.5984653830528259,0.6081737875938416,0.35195308923721313
8,600,0.48331207036972046,0.4180772304534912,0.4618598222732544,0.4629991054534912,0.4643283486366272,0.3611789345741272,0.4664374589920044,0.290771484375,0.4650471806526184,0.4646335244178772,0.3559638261795044,0.5508474111557007,0.27508544921875,0.5511237382888794,0.5521749258041382,0.5528598427772522,0.6061252951622009,0.2713623046875,0.6048583984375,0.6144540309906006,0.35234373807907104
9,0,0.4830995202064514,0.4186198115348816,0.4630534052848816,0.464002788066864,0.4658474326133728,0.3617350459098816,0.4675157070159912,0.2911376953125,0.466383159160614,0.4659966230392456,0.356414794921875,0.5506964921951294,0.27496337890625,0.5510033369064331,0.5518680214881897,0.5533447265625,0.6071141958236694,0.27133941650390625,0.6059714555740356,0.6155573129653931,0.349609375
9,200,0.49202805757522583,0.4244791865348816,0.4718695878982544,0.4708930253982544,0.4731174111366272,0.3656819462776184,0.4766099452972412,0.2904052734375,0.4753689169883728,0.4749755859375,0.3602566123008728,0.5480142831802368,0.27508544921875,0.5487111806869507,0.5493978261947632,0.5543221235275269,0.6162986755371094,0.27191925048828125,0.6151788234710693,0.6245324611663818,0.3515625
9,400,0.5041453838348389,0.4299045205116272,0.4799262285232544,0.4798176884651184,0.4817436933517456,0.3691813349723816,0.4853583574295044,0.2926025390625,0.4832966923713684,0.484266459941864,0.3643968105316162,0.5456373691558838,0.275482177734375,0.5462442636489868,0.5468156337738037,0.5553842782974243,0.6254696249961853,0.27256011962890625,0.6244117021560669,0.6336225271224976,0.35273438692092896
9,600,0.5133928656578064,0.436279296875,0.4877116084098816,0.4876573085784912,0.4918076992034912,0.3734673261642456,0.4943305253982544,0.2923583984375,0.4916178584098816,0.4937676191329956,0.3691745400428772,0.5429975986480713,0.27557373046875,0.5438859462738037,0.5443556308746338,0.5563846230506897,0.6345337629318237,0.27294158935546875,0.6337190866470337,0.6427010297775269,0.35273438692092896
10,0,0.5136054754257202,0.4367404580116272,0.488905131816864,0.4893662929534912,0.4921875,0.3737114667892456,0.4956732988357544,0.29248046875,0.4929402470588684,0.4948323369026184,0.3694932460784912,0.5424906015396118,0.2755126953125,0.5435367226600647,0.5440436601638794,0.5565499067306519,0.635732889175415,0.27291107177734375,0.6348855495452881,0.6438353061676025,0.3521484136581421
10,200,0.5254039168357849,0.442138671875,0.4969346523284912,0.4980197548866272,0.5010036826133728,0.377577006816864,0.5047200918197632,0.29345703125,0.5015665292739868,0.5037502646446228,0.3736301064491272,0.5400712490081787,0.2760009765625,0.540924072265625,0.5415530800819397,0.5574306845664978,0.6448805332183838,0.27332305908203125,0.644113302230835,0.6530876159667969,0.35332030057907104
10,400,0.5348639488220215,0.4482693076133728,0.5050184726715088,0.5067274570465088,0.5078667402267456,0.3807237148284912,0.5135701894760132,0.2940673828125,0.5102403163909912,0.512939453125,0.376678466796875,0.5377790927886963,0.276702880859375,0.5388149619102478,0.5391269326210022,0.5585997104644775,0.6539407968521118,0.2740020751953125,0.6534143686294556,0.6622734069824219,0.3550781011581421
10,600,0.5445365905761719,0.4541286826133728,0.5142143964767456,0.5142143964767456,0.5153266191482544,0.3835720419883728,0.5225762128829956,0.2940673828125,0.5185546875,0.52178955078125,0.379530131816864,0.5354546308517456,0.27691650390625,0.5366109609603882,0.5368753671646118,0.5593897104263306,0.6628803610801697,0.27448272705078125,0.6626777648925781,0.67139732837677,0.3550781011581421
11,0,0.546875,0.4551323652267456,0.5147298574447632,0.5153537392616272,0.5165201425552368,0.384033203125,0.5237630605697632,0.292236328125,0.5194159746170044,0.5228475332260132,0.379804790019989,0.5350663661956787,0.277374267578125,0.5363125205039978,0.53662109375,0.5594677329063416,0.6639595031738281,0.2744598388671875,0.6638759970664978,0.6724714040756226,0.35429686307907104
11,200,0.5554847121238708,0.4610459804534912,0.5231662392616272,0.5231391191482544,0.5242513418197632,0.3871934413909912,0.5322469472885132,0.2940673828125,0.5279134511947632,0.5321044921875,0.3828532099723816,0.5327368974685669,0.277801513671875,0.5340491533279419,0.5342355966567993,0.5604757070541382,0.6728265285491943,0.2748565673828125,0.6731622219085693,0.6815969944000244,0.35624998807907104
11,400,0.5640944242477417,0.4673122763633728,0.5319553017616272,0.5321180820465088,0.5325249433517456,0.3906114101409912,0.5408596396446228,0.29541015625,0.5359903573989868,0.5407510995864868,0.3862033486366272,0.5304701328277588,0.27850341796875,0.5319417715072632,0.5318976640701294,0.5616768598556519,0.6817084550857544,0.2752838134765625,0.6823878884315491,0.6882862448692322,0.3564453125
11,600,0.5626063346862793,0.4730902910232544,0.5397406816482544,0.5400119423866272,0.541259765625,0.3933783769607544,0.5389878749847412,0.296142578125,0.5346611738204956,0.5388387441635132,0.389173686504364,0.5310855507850647,0.27874755859375,0.5326639413833618,0.5326622724533081,0.5632646083831787,0.6867166757583618,0.275634765625,0.6873838901519775,0.6930198669433594,0.35527342557907104
12,0,0.562287449836731,0.4731987714767456,0.5400390625,0.5396050214767456,0.5412868857383728,0.3936496376991272,0.5387437343597412,0.2958984375,0.5345119833946228,0.5384589433670044,0.3896992802619934,0.5312415361404419,0.279052734375,0.53271484375,0.5327419638633728,0.5634409189224243,0.6873681545257568,0.27564239501953125,0.6879645586013794,0.6936391592025757,0.35624998807907104
12,200,0.5595238208770752,0.4792209267616272,0.5371636152267456,0.5379232168197632,0.5389810800552368,0.397474467754364,0.5361328125,0.2950439453125,0.5327894687652588,0.5357801914215088,0.3932969570159912,0.5320791006088257,0.28009033203125,0.5336049795150757,0.5336574912071228,0.5649914145469666,0.6921857595443726,0.2760162353515625,0.692714273929596,0.6982896327972412,0.35585933923721313
12,400,0.5570790767669678,0.4848904013633728,0.53515625,0.5362684726715088,0.5374619960784912,0.4013264775276184,0.5338473916053772,0.2958984375,0.530029296875,0.5336099863052368,0.397216796875,0.5328453779220581,0.279754638671875,0.5347900390625,0.5342898964881897,0.5666232705116272,0.6971498727798462,0.27637481689453125,0.697590708732605,0.7028923034667969,0.35468751192092896
12,600,0.5539966225624084,0.490966796875,0.5326334238052368,0.53466796875,0.5354818105697632,0.4048665165901184,0.5318603515625,0.2960205078125,0.5283339023590088,0.5312771201133728,0.4011806845664978,0.5336897373199463,0.279876708984375,0.5355411171913147,0.5350698232650757,0.5680898427963257,0.7021209001541138,0.2769775390625,0.7023120522499084,0.707560658454895,0.3560546636581421
13,0,0.5538903474807739,0.491943359375,0.5328505039215088,0.5343424081802368,0.53515625,0.4049072265625,0.5316433310508728,0.294921875,0.5282321572303772,0.5307142734527588,0.4016282558441162,0.5338524580001831,0.279937744140625,0.5356309413909912,0.5351681113243103,0.5682237148284912,0.7027105093002319,0.2770233154296875,0.7029228210449219,0.7081790566444397,0.35722655057907104
13,200,0.5511267185211182,0.4981282353401184,0.531005859375,0.5324164628982544,0.531982421875,0.4089219570159912,0.5295274257659912,0.296630859375,0.5264011025428772,0.5288357138633728,0.405073344707489,0.5345662832260132,0.280059814453125,0.5364990234375,0.5360395908355713,0.569942057132721,0.7075767517089844,0.27750396728515625,0.7078200578689575,0.7127854824066162,0.35546875
13,400,0.545918345451355,0.5045572519302368,0.5287271738052368,0.5302734375,0.5301920175552368,0.4127468466758728,0.5275675058364868,0.297119140625,0.5247870683670044,0.5265028476715088,0.4089694619178772,0.5352359414100647,0.280731201171875,0.5373823642730713,0.5368533730506897,0.5714517831802368,0.7124429941177368,0.277801513671875,0.7127282619476318,0.7175407409667969,0.35546875
13,600,0.5435799360275269,0.5084635019302368,0.5257974863052368,0.5284287929534912,0.5285373330116272,0.4166666865348816,0.52490234375,0.298095703125,0.5230509042739868,0.5242851972579956,0.4130588173866272,0.5359903573989868,0.28179931640625,0.5381995439529419,0.5375230312347412,0.5731819868087769,0.7173407077789307,0.278350830078125,0.7175360918045044,0.7223824262619019,0.35488277673721313
14,0,0.5434736609458923,0.5094130039215088,0.5255805253982544,0.5280219316482544,0.5285915732383728,0.417127788066864,0.5246175527572632,0.29833984375,0.52288818359375,0.5241020917892456,0.4135911464691162,0.5361769199371338,0.28204345703125,0.5382351279258728,0.53765869140625,0.5732642412185669,0.7179370522499084,0.2783966064453125,0.7181799411773682,0.7229703664779663,0.35585933923721313
14,200,0.5404974222183228,0.5155978798866272,0.5239800214767456,0.5263671875,0.5271538496017456,0.421142578125,0.5228542685508728,0.296875,0.5209825038909912,0.5218166708946228,0.41778564453125,0.5369889736175537,0.281982421875,0.538848876953125,0.5384504795074463,0.5749274492263794,0.7226892709732056,0.2787322998046875,0.7230533957481384,0.7276123762130737,0.35585933923721313
14,400,0.538690447807312,0.5222982168197632,0.5221083164215088,0.5245225429534912,0.5247124433517456,0.4247639775276184,0.5205349326133728,0.29736328125,0.5187852382659912,0.5197414755821228,0.4214680790901184,0.5376383066177368,0.282806396484375,0.5398169755935669,0.5392608642578125,0.5763931274414062,0.7275450229644775,0.2790679931640625,0.7280057668685913,0.732290506362915,0.35390621423721313
14,600,0.5358206033706665,0.5275336503982544,0.5199381113052368,0.5228135585784912,0.5228677988052368,0.4288194179534912,0.5189548134803772,0.2972412109375,0.5174289345741272,0.5178018808364868,0.4258083701133728,0.5382961630821228,0.2835693359375,0.5407596230506897,0.5400679111480713,0.5778995156288147,0.7323943376541138,0.27960968017578125,0.7327156066894531,0.7370249032974243,0.35488277673721313
15,0,0.5349702835083008,0.5278862714767456,0.5202094316482544,0.522705078125,0.5226508378982544,0.4293484091758728,0.5186089277267456,0.2967529296875,0.5170491933822632,0.5174086093902588,0.4263339638710022,0.5384995937347412,0.28350830078125,0.5408104658126831,0.5400933027267456,0.5780800580978394,0.7329326272010803,0.2796173095703125,0.7333234548568726,0.7376628518104553,0.35585933923721313
15,200,0.5317814350128174,0.5367567539215088,0.5181478261947632,0.5205620527267456,0.5215928554534912,0.4326714277267456,0.5167236328125,0.297119140625,0.5154283046722412,0.5159165859222412,0.4302334189414978,0.5393608808517456,0.2840576171875,0.5416734218597412,0.5411461591720581,0.5796644687652588,0.7375166416168213,0.28017425537109375,0.7382015585899353,0.7423328757286072,0.35468751192092896
15,400,0.5290178656578064,0.5418294668197632,0.5164388418197632,0.5186903476715088,0.5195854902267456,0.4372016191482544,0.5146416425704956,0.29833984375,0.5137735605239868,0.5133056640625,0.4346245527267456,0.5398067831993103,0.28436279296875,0.5423194169998169,0.5420159101486206,0.581045389175415,0.7422384023666382,0.2805328369140625,0.7430568337440491,0.7469478249549866,0.35488277673721313
15,600,0.5262542963027954,0.5467122793197632,0.5143228769302368,0.5161675214767456,0.5175510048866272,0.44140625,0.51300048828125,0.2987060546875,0.5116780996322632,0.5116170644760132,0.438812255859375,0.5407613515853882,0.28515625,0.5431739091873169,0.5427093505859375,0.5825661420822144,0.7467710971832275,0.28110504150390625,0.7478675842285156,0.751667857170105,0.3560546636581421
16,0,0.5261479616165161,0.5481499433517456,0.5144857168197632,0.5160861611366272,0.5175238847732544,0.4418131709098816,0.5127089023590088,0.299072265625,0.5116713047027588,0.51129150390625,0.4394870400428772,0.54083251953125,0.28497314453125,0.5432773232460022,0.5429280996322632,0.5827797651290894,0.7473165988922119,0.2811279296875,0.7484317421913147,0.7522494196891785,0.35624998807907104
16,200,0.5220025777816772,0.5549587607383728,0.5115560293197632,0.5143228769302368,0.5150010585784912,0.4465196132659912,0.5108168125152588,0.2998046875,0.5102471113204956,0.5096706748008728,0.4436543583869934,0.5414801836013794,0.286041259765625,0.5440012216567993,0.5437232255935669,0.5844005942344666,0.7518314719200134,0.28155517578125,0.7530953884124756,0.7569079995155334,0.35664063692092896
16,400,0.5194514989852905,0.5610893964767456,0.5101182460784912,0.5128852128982544,0.5138888955116272,0.4496663212776184,0.5089247226715088,0.3009033203125,0.5083346962928772,0.5076904296875,0.4479539394378662,0.5420396327972412,0.28607177734375,0.5445641279220581,0.5444793701171875,0.5857747793197632,0.7564040422439575,0.2819976806640625,0.757788360118866,0.7614661455154419,0.35722655057907104
16,600,0.5169005393981934,0.5669487714767456,0.5086534023284912,0.5112033486366272,0.5119357705116272,0.4544677734375,0.5071817636489868,0.301513671875,0.5066664218902588,0.5060492753982544,0.4521077275276184,0.5428415536880493,0.286376953125,0.5454016923904419,0.5453355312347412,0.5871692299842834,0.7608718872070312,0.28221893310546875,0.7624795436859131,0.7660958766937256,0.35761719942092896
17,0,0.5166879296302795,0.5677896738052368,0.5084906816482544,0.5113931894302368,0.5121527910232544,0.4548203945159912,0.5069715976715088,0.301025390625,0.5064765214920044,0.5060085654258728,0.4530198574066162,0.5432518720626831,0.28680419921875,0.545623779296875,0.5457814931869507,0.5874803066253662,0.7617340087890625,0.2821502685546875,0.7633078098297119,0.7669457197189331,0.357421875
17,200,0.5162627696990967,0.5679525136947632,0.5091416835784912,0.5117729902267456,0.5129123330116272,0.4627549648284912,0.507080078125,0.3038330078125,0.50677490234375,0.5064154863357544,0.4614834189414978,0.5463646650314331,0.287445068359375,0.5490366220474243,0.5492147207260132,0.5907626748085022,0.768911600112915,0.282958984375,0.7707816362380981,0.7742487788200378,0.35859376192092896
17,400,0.5166879296302795,0.5692816972732544,0.509765625,0.5116645097732544,0.5132378339767456,0.4703369140625,0.5073716640472412,0.303955078125,0.5074123740196228,0.5068901777267456,0.4698350429534912,0.5497046709060669,0.288482666015625,0.5525869131088257,0.5526496171951294,0.5938957929611206,0.7757852077484131,0.2836151123046875,0.7781821489334106,0.781535267829895,0.35781246423721313
